	f_pHep_m_ConvR_1	f_pHep_m_ConvR_2	f_pHep_m_ConvR_3	f_pHep_f_ConvR_1	f_pHep_f_ConvR_2	f_pHep_f_ConvR_3	f_pHep_f_ConvR_1	f_pHep_f_GF_serum_2	f_pHep_f_GF_serum_3	f_pHep_f_GF_serum__GH_1	f_pHep_f_GF_serum_GH_2	f_pHep_f_GF_serum_GH_3	m_pHep_m_ConvR_1	m_pHep_m_ConvR_2	m_pHep_m_ConvR_3
ENSMUSG00000057219|Armc7	158	131	178	164	214	181	170	208	137	202	180	171	138	112	119
ENSMUSG00000057223|Gm6578	1	1	0	0	1	1	0	1	2	0	0	3	2	0	0
ENSMUSG00000057228|Aadat	118	133	150	226	299	282	196	161	136	223	190	205	252	240	269
ENSMUSG00000057229|Atp5sl	837	871	900	950	1139	1089	958	1002	806	983	916	1086	781	756	720
ENSMUSG00000057230|Aak1	808	803	847	1292	1499	922	895	921	663	1466	852	927	452	565	458
ENSMUSG00000057234|Mettl15	208	223	235	238	265	224	181	212	189	304	236	288	178	214	245
ENSMUSG00000057236|Rbbp4	5047	4346	5630	4698	5454	5839	5078	6143	5413	6187	6007	6688	4492	5104	5386
ENSMUSG00000057240|Ms4a13	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000057244|Gm6139	3	2	2	2	6	5	2	1	4	3	4	5	2	0	2
ENSMUSG00000057246|BC051142	0	4	2	4	2	9	1	1	0	2	0	1	0	1	3
ENSMUSG00000057262|Gm10020	545	551	516	460	598	557	526	482	565	544	496	623	212	198	216
ENSMUSG00000057265|Ccdc176	405	389	442	523	562	571	411	500	409	493	499	537	386	441	440
ENSMUSG00000057270|Olfr1501	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000057278|Snrpg	1010	1018	1106	1010	1158	1337	936	1198	1069	1187	1285	1261	994	1052	1147
ENSMUSG00000057280|Musk	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1
ENSMUSG00000057286|St6galnac2	34	62	39	80	106	58	59	61	56	95	59	70	7	11	12
ENSMUSG00000057290|Gm15732	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000057299|Vmn1r192	8	0	2	8	7	3	1	5	1	4	7	7	0	1	0
ENSMUSG00000057315|Arhgap24	124	134	169	211	163	168	180	176	168	256	193	230	278	341	231
ENSMUSG00000057321|Dub2a	2	2	0	0	0	0	0	0	0	0	1	0	0	0	3
ENSMUSG00000057322|Rpl38	8325	7684	7774	6692	8726	8734	7485	8311	7304	8454	7876	9769	7350	7715	7521
ENSMUSG00000057329|Bcl2	18	30	16	37	35	13	19	18	16	25	19	23	25	35	17
ENSMUSG00000057335|Cep170	11488	8727	12565	9198	11025	11268	11188	14255	11406	12822	13683	14282	6355	7718	6792
ENSMUSG00000057337|Chst3	2	5	1	0	0	0	2	0	0	1	6	4	6	7	1
ENSMUSG00000057342|Sphk2	1042	911	987	1162	1282	1304	1063	1211	1070	1081	984	1245	720	812	762
ENSMUSG00000057346|Apol9b	3166	2996	3199	3462	4493	4134	3155	3739	3409	3801	3432	3829	2404	2924	2408
ENSMUSG00000057349|Olfr948	0	0	0	2	2	0	0	0	0	5	0	0	0	0	0
ENSMUSG00000057351|Olfr347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057354|4930430O22Rik	0	0	2	2	0	0	0	0	0	0	1	0	0	5	0
ENSMUSG00000057359|Gm17494	81	173	62	120	89	129	107	211	83	104	113	153	107	138	111
ENSMUSG00000057363|Uxs1	674	733	758	875	961	813	688	653	688	899	755	958	796	794	819
ENSMUSG00000057367|Birc2	982	1164	1267	2105	2190	1821	1507	1304	1159	3144	2072	2710	1279	1344	1341
ENSMUSG00000057370|Rpl21-ps12	11	10	24	22	21	8	23	7	12	30	18	7	11	7	5
ENSMUSG00000057375|Yipf1	931	995	1053	1411	1418	1318	1037	1063	986	1398	1115	1405	977	1138	1040
ENSMUSG00000057378|Ryr3	2	1	1	2	0	0	0	3	2	0	2	4	3	3	1
ENSMUSG00000057381|Tas2r123	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057387|4922502B01Rik	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
ENSMUSG00000057388|Mrpl18	1371	1324	1492	1721	1973	1698	1476	1543	1347	1961	1691	1927	1332	1347	1448
ENSMUSG00000057396|Zfp759	188	168	230	421	405	338	299	248	185	260	244	377	176	196	187
ENSMUSG00000057400|Ces1c	5046	5582	5729	6666	6852	5407	5583	5217	4836	7467	5629	7585	6322	7479	6993
ENSMUSG00000057402|1700042B14Rik	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1
ENSMUSG00000057406|Whsc1	2761	2372	3363	3250	3612	2875	3014	3340	2713	4003	3350	3710	2138	2620	2344
ENSMUSG00000057409|Zfp53	637	680	785	1007	1172	1289	821	893	722	1043	848	1044	659	751	814
ENSMUSG00000057411|Fam173a	563	573	580	740	873	776	614	613	554	794	603	743	789	770	827
ENSMUSG00000057417|Dcpp3	3	1	1	1	6	3	0	3	0	2	5	6	2	2	2
ENSMUSG00000057421|Las1l	14214	12737	14306	12559	14437	11391	11845	12724	11122	14130	13775	14416	6655	7477	7101
ENSMUSG00000057424|Olfr934	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000057425|Ugt2b37	22	12	32	32	44	17	23	13	27	36	24	31	9	23	32
ENSMUSG00000057439|Kir3dl2	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0
ENSMUSG00000057440|Mpp7	605	575	714	954	969	791	677	663	576	936	699	894	528	641	607
ENSMUSG00000057443|Olfr138	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ENSMUSG00000057444|Olfr910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000057446|Cts8	47	40	38	21	51	47	58	48	27	68	52	75	28	24	21
ENSMUSG00000057447|Olfr1205	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000057454|Lypd3	4	0	2	2	4	3	0	0	0	1	6	2	0	4	0
ENSMUSG00000057455|Rit2	1	2	0	0	0	0	0	2	3	0	0	0	0	4	0
ENSMUSG00000057457|Phex	0	0	1	3	1	0	0	3	0	2	3	0	2	1	0
ENSMUSG00000057461|Olfr591	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000057464|Olfr1415	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
ENSMUSG00000057465|Saa2	7368	7947	7806	9086	10923	10078	7702	8296	7388	10037	9808	9529	18990	20625	20569
ENSMUSG00000057469|E2f6	1323	1296	1361	1383	1585	1579	1300	1394	1269	1539	1383	1689	1303	1326	1300
ENSMUSG00000057497|Fam136a	2274	2116	2456	2897	3449	3421	2579	2792	2632	3171	2987	3441	2507	3023	2822
ENSMUSG00000057499|Gm6177	11	15	1	2	1	6	7	5	3	2	5	6	5	10	2
ENSMUSG00000057503|Olfr1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057506|Bloc1s2a	1382	1106	1212	1323	1600	1792	1225	1442	1181	1466	1434	1702	907	961	1108
ENSMUSG00000057513|Vmn1r177	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000057522|Spop	3592	2867	3689	3511	3936	3547	3624	3774	3198	4028	3897	4594	2886	3253	3349
ENSMUSG00000057530|Ece1	2695	2335	2805	3360	3799	2895	2636	3140	2196	3643	2783	3099	2495	2687	2708
ENSMUSG00000057531|Dtnbp1	948	930	986	1100	1145	1053	994	1007	899	1126	1020	1259	960	1063	1187
ENSMUSG00000057534|Gm15698	14	4	4	9	23	18	11	13	7	17	8	21	25	13	21
ENSMUSG00000057540|Olfr310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSMUSG00000057541|Pus7	1647	1620	1827	1889	2290	2183	1792	1955	1621	2097	2125	2263	1181	1324	1249
ENSMUSG00000057551|Zfp317	1078	1087	1341	1231	1549	1493	1121	1222	1108	1316	1301	1450	955	1137	1072
ENSMUSG00000057554|Lgals8	4826	4720	5277	6718	7565	6844	5366	5739	4998	6819	6056	7446	4460	5191	4938
ENSMUSG00000057561|Eif1a	9935	9382	11554	13783	15216	14777	11675	12293	10677	15697	14351	17162	12133	13690	13168
ENSMUSG00000057564|Olfr1508	1	0	0	0	0	0	2	1	0	0	3	0	1	0	0
ENSMUSG00000057572|Zbtb8os	871	677	785	1014	1035	1019	822	930	838	965	921	1088	760	798	820
ENSMUSG00000057577|Gm10025	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000057580|Gm10012	30	36	16	10	9	6	5	12	19	16	13	13	32	16	12
ENSMUSG00000057592|Vmn1r48	1	3	0	1	0	0	2	0	0	0	1	0	0	0	0
ENSMUSG00000057594|Arl16	457	495	488	578	638	569	474	436	464	591	452	530	423	444	414
ENSMUSG00000057596|Trim30d	222	202	271	359	414	339	275	214	253	373	324	354	239	219	179
ENSMUSG00000057604|Lmcd1	2623	2521	3689	1263	1215	1111	2074	2729	2718	2358	2094	2409	2890	3427	3633
ENSMUSG00000057605|Gm6807	136	119	100	120	132	190	133	155	141	163	149	175	122	106	105
ENSMUSG00000057606|Colq	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000057609|Lce1a1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000057610|Ighv1-73	0	0	1	0	0	0	0	0	0	0	0	2	0	3	2
ENSMUSG00000057612|Vmn1r37	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0
ENSMUSG00000057614|Gnai1	11	16	17	16	29	11	26	8	5	16	9	15	51	75	59
ENSMUSG00000057615|Ldoc1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000057626|Gm5621	69	87	13	28	33	30	21	26	55	31	20	28	40	40	41
ENSMUSG00000057637|Prdm2	1440	1088	1284	1444	1629	1499	1343	1488	1105	1557	1533	1613	969	1001	999
ENSMUSG00000057649|Brd9	982	975	1035	1108	1298	1153	941	951	972	1324	1044	1334	795	861	867
ENSMUSG00000057650|Krtap19-2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000057654|Olfr328	0	0	0	0	2	0	0	2	2	1	0	2	1	1	0
ENSMUSG00000057657|Gm10260	95	97	104	139	146	164	89	125	129	146	146	139	85	113	109
ENSMUSG00000057666|Gapdh	21616	16950	20139	22917	28286	23785	20877	21132	21167	24810	21500	27318	24209	26075	25736
ENSMUSG00000057667|Bloc1s3	724	662	675	706	823	859	695	839	704	818	762	926	600	650	628
ENSMUSG00000057672|Pkn1	1548	1601	1566	1615	1843	1664	1543	1810	1397	1750	1478	1800	1141	1158	1076
ENSMUSG00000057674|Gm11938	0	3	2	0	0	2	4	0	0	1	2	1	0	0	0
ENSMUSG00000057685|Gm8526	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057691|Zfp746	1286	1141	1253	1529	1789	1722	1409	1597	1381	1399	1424	1615	1208	1284	1222
ENSMUSG00000057696|Rpl30-ps1	61	89	26	24	50	59	29	28	19	36	20	36	44	42	40
ENSMUSG00000057697|Vmn1r53	24	39	31	40	47	31	37	33	23	61	47	37	41	66	43
ENSMUSG00000057699|Tas2r131	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000057706|Mex3b	50	18	35	4	14	15	9	37	32	24	16	22	45	47	42
ENSMUSG00000057710|9630041A04Rik	0	0	1	0	0	1	0	0	2	1	0	1	0	0	0
ENSMUSG00000057715|A830018L16Rik	1	0	1	0	0	0	2	0	1	0	0	0	0	2	1
ENSMUSG00000057716|Gm5567	7	3	3	0	0	0	1	3	1	2	1	4	0	2	4
ENSMUSG00000057719|Sh3rf2	3	0	0	1	0	0	0	0	0	1	0	2	0	1	1
ENSMUSG00000057722|Lepr	33	19	39	47	56	60	55	53	40	38	52	42	39	40	38
ENSMUSG00000057723|Krt33b	0	0	2	0	0	2	0	1	1	0	0	0	0	0	0
ENSMUSG00000057726|Serpinb9g	102	68	89	126	120	102	115	65	98	98	143	128	487	545	527
ENSMUSG00000057729|Prtn3	0	2	4	7	2	7	5	2	3	1	2	0	7	1	1
ENSMUSG00000057735|Olfr1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057738|Spna2	29634	30234	35504	36561	41974	33638	33410	33802	27777	42483	34586	42107	30652	36668	32907
ENSMUSG00000057751|Megf6	11	7	9	12	4	6	6	1	5	12	7	15	13	3	9
ENSMUSG00000057754|Tas2r106	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000057761|Olfr1022	2	0	2	0	2	0	1	1	0	2	1	1	0	0	1
ENSMUSG00000057762|Gm6169	137	135	169	123	212	156	110	139	167	162	169	196	115	130	118
ENSMUSG00000057766|Ankrd29	2	4	2	3	2	2	0	6	1	2	1	3	4	2	1
ENSMUSG00000057767|Olfr1383	2	2	0	0	2	0	2	0	0	2	0	1	0	0	2
ENSMUSG00000057770|Olfr668	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000057777|Mab21l2	1	1	1	5	0	3	5	0	4	6	0	2	0	0	0
ENSMUSG00000057778|Cyb5d2	228	235	272	371	408	370	318	282	266	316	260	348	264	322	284
ENSMUSG00000057788|Ddx49	1571	1777	1597	1773	2031	1865	1617	1557	1509	1943	1686	2052	1372	1405	1506
ENSMUSG00000057789|Bak1	5222	4860	4868	5102	6060	5815	4994	5542	4980	5487	5366	5882	3496	3809	3781
ENSMUSG00000057799|Vmn1r216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057801|Olfr135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000057802|Gm10030	1	0	0	6	3	0	1	3	0	3	1	5	6	3	8
ENSMUSG00000057805|1700084M14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057816|1700007G11Rik	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0
ENSMUSG00000057817|Olfr1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057818|1600029O15Rik	0	0	0	1	0	0	0	0	0	0	0	1	1	5	0
ENSMUSG00000057829|Gm5278	52	98	11	23	27	30	29	12	29	23	20	31	47	27	25
ENSMUSG00000057832|Olfr695	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057835|Zfp119a	174	160	217	263	357	298	255	257	198	296	282	317	269	322	287
ENSMUSG00000057836|Xlr3a	43	20	40	38	30	38	45	30	24	45	41	55	67	67	59
ENSMUSG00000057841|Rpl32	24008	22305	24097	22508	26689	27684	22339	25533	24269	26387	26549	29894	20784	22071	23446
ENSMUSG00000057842|Zfp595	288	281	350	394	579	568	356	420	299	498	440	462	377	449	424
ENSMUSG00000057855|Krtap6-3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000057858|D19Ertd737e	686	571	754	760	858	906	771	832	687	799	831	943	645	693	720
ENSMUSG00000057863|Rpl36	11339	11180	11298	11108	12928	13199	10646	12162	11108	12470	12340	14297	9443	9675	10180
ENSMUSG00000057880|Abat	1146	1418	1541	1263	1435	1256	1048	1195	1044	1321	1257	1334	594	516	487
ENSMUSG00000057886|Gm6984	93	80	102	84	116	122	86	84	83	82	81	96	86	90	89
ENSMUSG00000057890|Olfr1375-ps1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000057894|Zfp329	687	689	945	1029	1159	973	934	865	649	1119	917	991	580	718	617
ENSMUSG00000057895|Zfp105	107	123	127	128	150	199	122	115	113	175	126	183	125	183	183
ENSMUSG00000057897|Camk2b	11	11	10	14	10	18	10	8	13	8	9	8	9	6	6
ENSMUSG00000057899|Gpr111	17	14	25	26	24	18	13	38	20	18	25	25	6	5	11
ENSMUSG00000057903|Olfr739	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3
ENSMUSG00000057913|Gm10032	0	1	1	0	7	1	0	0	0	0	0	0	1	2	1
ENSMUSG00000057914|Cacnb2	7	12	2	5	5	6	5	3	14	6	6	5	8	9	10
ENSMUSG00000057924|Gm10033	236	233	349	195	277	263	242	295	260	277	303	293	211	182	208
ENSMUSG00000057933|Gsta2	256	269	257	377	365	383	274	329	288	332	354	368	985	957	917
ENSMUSG00000057945|Gm17136	5	3	1	4	1	3	2	4	1	1	2	0	1	0	2
ENSMUSG00000057946|Vmn1r181	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0
ENSMUSG00000057948|Unc13d	53	48	40	35	58	55	43	64	39	41	40	56	31	51	30
ENSMUSG00000057963|Itpk1	803	804	801	905	1076	947	800	922	761	992	878	970	528	601	638
ENSMUSG00000057967|Fgf18	3	6	1	2	1	1	2	1	1	1	5	4	1	3	1
ENSMUSG00000057969|Sema3b	22	23	18	45	50	44	36	17	18	39	27	39	57	61	32
ENSMUSG00000057977|Skint11	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000057981|Vmn1r12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057982|Zfp809	671	697	807	1259	1243	1351	871	872	815	1242	1043	1276	578	661	660
ENSMUSG00000057990|E030024N20Rik	10	19	4	11	5	4	2	6	8	8	9	3	11	10	6
ENSMUSG00000057997|Olfr541	0	3	1	0	0	0	1	2	0	0	2	2	1	0	0
ENSMUSG00000058005|Tdpoz3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058006|Mdn1	9256	8281	11016	9797	12195	9679	10715	11481	7766	14762	11202	11737	5459	6708	5607
ENSMUSG00000058013|Sept11	6147	5357	6382	6802	7414	6441	6377	6882	5533	8255	6790	8149	4106	4689	4621
ENSMUSG00000058014|Olfr502	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058017|Serpinb3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058019|Ces5a	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000058022|Adtrp	325	550	401	1088	1139	635	505	373	316	872	476	778	465	457	520
ENSMUSG00000058028|Zscan5b	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058030|Vmn1r237	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000058046|4933430I17Rik	11	2	10	4	12	7	9	11	8	5	6	7	3	9	8
ENSMUSG00000058050|Gm9234	13	22	10	6	9	8	10	11	14	5	6	13	10	10	7
ENSMUSG00000058052|Defb35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000058056|Palld	1604	932	1155	1142	1276	776	1062	1073	793	1540	1173	1473	862	822	891
ENSMUSG00000058057|Mettl7a3	7	1	2	2	1	3	2	2	1	3	1	3	4	0	2
ENSMUSG00000058063|Trim31	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
ENSMUSG00000058064|Gm10036	108	128	77	86	104	101	72	72	105	104	74	125	100	83	92
ENSMUSG00000058070|Eml1	38	51	54	57	65	37	58	33	37	60	54	62	55	56	27
ENSMUSG00000058071|Olfr818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058073|Gm11189	24	30	32	35	31	35	18	20	23	25	27	38	13	19	31
ENSMUSG00000058076|Sdhc	4352	4379	4961	5656	6477	6010	4871	5302	4649	5985	5340	6417	4091	4504	4477
ENSMUSG00000058078|Olfr1503-ps1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000058079|Olfr605	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000058084|Olfr825	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0
ENSMUSG00000058093|AA987161	981	871	1348	1386	1382	1522	1251	1320	1008	1353	1393	1610	963	1186	1143
ENSMUSG00000058099|Nfam1	6	6	6	10	6	3	1	9	8	6	7	10	8	9	5
ENSMUSG00000058101|1700084J12Rik	3	0	0	1	1	0	0	3	0	0	1	1	4	2	1
ENSMUSG00000058114|Olfr127	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000058119|Gm5771	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ENSMUSG00000058124|H2-M10.3	2	2	4	2	1	1	0	1	0	0	1	1	0	3	1
ENSMUSG00000058126|Tpm3-rs7	6594	6649	8151	8313	9396	8472	6835	7827	7088	9509	7862	9179	4518	5063	4880
ENSMUSG00000058132|Vmn1r82	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0
ENSMUSG00000058135|Gstm1	2992	3311	3238	4273	5055	3686	3077	2834	2571	4158	3180	4010	5548	5930	5557
ENSMUSG00000058145|Adamts17	0	0	3	1	1	2	1	1	0	1	1	0	0	0	1
ENSMUSG00000058147|Xlr3c	4	0	0	1	0	3	0	1	6	1	1	2	2	4	1
ENSMUSG00000058152|Chsy3	645	539	682	569	709	559	572	643	560	709	648	727	915	951	876
ENSMUSG00000058153|Sez6l	0	1	1	0	0	0	1	0	0	0	1	0	2	1	1
ENSMUSG00000058159|T2	2	1	4	1	1	2	1	6	10	3	4	2	5	1	2
ENSMUSG00000058163|Gm5431	0	15	9	6	14	11	2	7	9	4	7	8	6	9	7
ENSMUSG00000058172|Krtap6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058173|BC017612	266	266	229	343	304	323	259	304	240	299	291	345	160	175	193
ENSMUSG00000058174|Gm5148	30	36	16	43	22	44	25	62	29	46	32	54	40	29	45
ENSMUSG00000058176|Gm5407	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
ENSMUSG00000058183|Mmel1	11	14	15	17	23	28	18	16	12	27	8	22	10	11	15
ENSMUSG00000058186|Gm13242	7	5	4	10	4	12	2	9	4	9	4	11	5	5	4
ENSMUSG00000058188|Olfr746	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3
ENSMUSG00000058192|Zfp846	349	293	384	439	492	487	318	413	287	355	409	467	278	302	270
ENSMUSG00000058194|Olfr1126	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000058200|Olfr66	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000058207|Serpina3k	42484	48111	49787	64898	73885	53623	48192	40487	41848	64058	48018	67171	165051	177261	177050
ENSMUSG00000058216|BC021614	3780	3535	3997	4876	5653	5027	4429	4751	4142	5083	4963	5522	2888	3193	2888
ENSMUSG00000058222|Olfr318	0	1	3	0	2	0	0	2	2	1	1	5	1	3	2
ENSMUSG00000058230|Grlf1	7553	6822	8278	8741	10029	8640	7935	8297	6476	10302	8331	9632	5730	6619	6112
ENSMUSG00000058239|Usf2	1135	1215	1203	1281	1373	1282	1167	1103	1043	1457	1113	1444	1157	1211	1362
ENSMUSG00000058240|Cryzl1	1059	849	1106	1161	1219	1195	1076	1206	1057	1346	1203	1519	983	1082	1067
ENSMUSG00000058244|Olfr506	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0
ENSMUSG00000058246|Gm10037	7	3	1	2	5	0	1	1	3	2	1	0	0	0	4
ENSMUSG00000058248|Kcnh1	0	8	0	0	1	1	0	1	1	7	4	3	0	2	1
ENSMUSG00000058250|Tas2r138	5	5	1	2	7	4	0	8	0	3	4	5	0	2	0
ENSMUSG00000058251|Olfr822	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSMUSG00000058252|1700008I05Rik	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058253|Cngb1	0	0	2	0	2	1	1	2	0	1	0	0	0	1	1
ENSMUSG00000058254|Tspan7	949	724	1040	829	816	869	942	1360	1088	1152	1121	1216	1530	1810	1786
ENSMUSG00000058258|Idi1	768	852	1192	979	881	998	944	919	891	1416	1055	1278	613	694	843
ENSMUSG00000058260|Serpina9	6	12	8	3	12	3	7	0	4	8	8	11	8	15	8
ENSMUSG00000058267|Mrps14	960	945	1045	1052	1230	1143	1064	968	969	1294	1194	1278	1011	1063	1044
ENSMUSG00000058270|Olfr25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058275|Olfr412	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0
ENSMUSG00000058281|Gm10038	0	0	2	0	0	3	0	1	0	1	0	0	0	0	0
ENSMUSG00000058287|Gm12253	0	0	0	2	0	1	0	4	0	1	0	1	3	2	1
ENSMUSG00000058290|Espl1	40	64	51	43	46	45	39	45	33	74	41	75	18	17	23
ENSMUSG00000058291|Zfp68	1248	1143	1356	1330	1653	1701	1201	1543	1407	1358	1463	1767	1171	1425	1311
ENSMUSG00000058295|Prp2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058297|Spock2	4	4	4	3	3	2	5	0	1	1	4	3	10	3	1
ENSMUSG00000058298|Mcm9	316	332	371	460	505	466	353	378	326	434	368	513	268	343	310
ENSMUSG00000058301|Upf1	5193	4259	4622	4595	5594	5295	4233	4735	4209	4834	4663	5301	2887	2942	2815
ENSMUSG00000058317|Ube2e2	879	957	1142	1498	1595	1185	1172	1124	954	1848	1222	1336	965	1037	979
ENSMUSG00000058318|Phf21a	683	590	718	745	779	673	626	775	594	898	660	858	617	729	664
ENSMUSG00000058325|Dock1	2235	2177	2634	2960	3434	2516	2646	2848	2045	3712	2599	3024	1483	1784	1574
ENSMUSG00000058328|Xlr5a	10	9	9	10	9	9	8	14	17	4	10	20	11	11	7
ENSMUSG00000058331|Zfp85-rs1	145	142	159	242	247	323	181	197	174	193	232	204	165	154	161
ENSMUSG00000058349|Tas2r117	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000058351|2010107H07Rik	166	179	171	181	200	160	178	186	133	190	160	179	143	146	173
ENSMUSG00000058354|Krt6a	10	16	14	10	5	6	8	5	5	8	8	5	11	17	13
ENSMUSG00000058355|Abce1	13525	13212	15858	16417	18834	18457	15038	15939	13853	17543	17589	20221	12120	14119	12639
ENSMUSG00000058357|Gm6612	211	179	143	180	242	192	161	181	163	179	153	213	126	131	113
ENSMUSG00000058360|Gm10040	4	0	2	0	0	0	0	0	0	1	0	1	0	3	0
ENSMUSG00000058368|Krtap21-1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSMUSG00000058385|Hist1h2bg	93	131	132	111	146	143	108	109	127	107	120	152	91	127	100
ENSMUSG00000058388|Phtf1	1359	2219	2023	1420	1688	1338	1359	1311	1060	1708	1614	1582	679	916	797
ENSMUSG00000058392|Rrp1b	1340	1455	1733	1703	1936	1804	1589	1823	1432	2028	1762	1754	849	915	840
ENSMUSG00000058396|Gpr182	5	7	5	8	7	6	3	5	8	3	3	8	4	9	16
ENSMUSG00000058398|Prss43	3	1	0	0	0	0	3	3	0	3	1	1	0	3	2
ENSMUSG00000058399|Vmn1r64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058400|Qrfpr	1	2	2	4	1	1	10	3	0	9	0	5	7	5	2
ENSMUSG00000058402|Zfp420	145	188	189	189	221	235	215	195	163	244	180	242	156	162	141
ENSMUSG00000058407|Txndc9	5456	5543	6290	6358	7435	7711	5894	6478	5948	6944	6978	8117	4924	5630	5576
ENSMUSG00000058420|Syt17	13	6	14	2	5	17	13	27	15	9	11	13	4	8	14
ENSMUSG00000058427|Cxcl2	296	413	370	1175	1390	1147	640	857	708	1765	1740	1891	261	265	277
ENSMUSG00000058430|Rpl27a-ps2	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0
ENSMUSG00000058435|Btnl4	3	6	5	7	4	4	7	7	8	7	5	4	1	5	2
