Gene_name	Exon_length	Sample_CTR1_WAT_ZT02	Sample_CTR1_WAT_ZT06	Sample_CTR1_WAT_ZT10	Sample_CTR1_WAT_ZT14	Sample_CTR1_WAT_ZT18	Sample_CTR1_WAT_ZT22	Sample_CTR2_WAT_ZT02	Sample_CTR2_WAT_ZT06	Sample_CTR2_WAT_ZT10	Sample_CTR2_WAT_ZT14	Sample_CTR2_WAT_ZT18	Sample_CTR2_WAT_ZT22	Sample_GFM1_WAT_ZT06	Sample_GFM1_WAT_ZT10	Sample_GFM1_WAT_ZT22	Sample_GFM2_WAT_ZT02	Sample_GFM2_WAT_ZT06	Sample_GFM2_WAT_ZT10	Sample_GFM2_WAT_ZT14	Sample_GFM2_WAT_ZT18	Sample_GFM2_WAT_ZT22
ENSMUSG00000076676|Ighv12-3	348	36	19	4	6	0	9	198	48	9	19	35	28	18	13	1	166	4	3	0	1	0
ENSMUSG00000076677|Ighv6-3	356	27	46	5	5	0	11	121	66	12	18	1	7	11	10	13	247	1	25	0	17	3
ENSMUSG00000076680|Ighv6-6	357	4	12	1	2	1	0	148	6	16	8	10	67	21	20	0	115	9	5	0	19	1
ENSMUSG00000076688|Ighv15-2	351	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0
ENSMUSG00000076694|Ighv1-30	292	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0
ENSMUSG00000076695|Ighv1-18	306	48	0	8	0	1	1	18	14	1	0	0	0	2	6	58	11	0	1	0	6	2
ENSMUSG00000076709|Ighv1-47	294	6	0	1	0	0	0	2	6	2	0	0	1	12	4	0	42	1	1	2	1	0
ENSMUSG00000076710|Ighv1-49	294	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000076731|Ighv8-12	315	51	0	0	1	0	2	15	10	4	2	8	5	2	1	8	7	7	7	0	1	1
ENSMUSG00000076733|Ighv8-13	303	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000076744|Tcrg-V7	350	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076745|Tcrg-V4	414	2	2	0	0	0	2	2	1	0	0	1	3	1	0	1	0	2	0	0	0	3
ENSMUSG00000076746|Tcrg-V6	403	3	4	1	1	6	6	2	3	4	0	2	1	2	0	1	0	1	0	1	0	0
ENSMUSG00000076747|Tcrg-V5	293	0	1	0	0	2	2	1	0	1	0	1	2	1	0	1	0	0	0	0	2	0
ENSMUSG00000076749|Tcrg-C1	518	8	12	15	9	6	11	3	18	15	3	13	5	11	10	4	4	6	11	8	8	8
ENSMUSG00000076750|Tcrg-V3	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
ENSMUSG00000076752|Tcrg-C2	503	7	9	6	3	5	2	22	7	5	0	4	4	5	3	6	5	4	8	1	7	4
ENSMUSG00000076754|Trgv2	350	2	2	4	4	1	4	13	4	1	3	0	4	3	3	1	1	2	1	3	2	5
ENSMUSG00000076755|Gm16602	347	0	2	1	0	0	0	0	3	0	0	0	1	1	0	0	0	2	1	1	0	4
ENSMUSG00000076757|Tcrg-C	678	4	9	5	3	7	2	6	9	1	5	5	0	2	9	3	10	4	3	3	5	11
ENSMUSG00000076758|Trav1	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000076759|Trav2	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0
ENSMUSG00000076760|Trav3-1	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000076761|Trav5-1	343	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
ENSMUSG00000076762|Trav6-1	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000076764|Trav6-2	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000076770|Trav8d-1	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000076776|Trav7d-5	357	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000076778|Trav13d-1	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
ENSMUSG00000076795|Trav8d-2	334	1	2	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	2	0	1	0
ENSMUSG00000076796|Trav16d-dv11	353	1	2	0	1	0	0	7	0	0	0	0	0	0	0	0	1	0	4	0	1	4
ENSMUSG00000076800|Trav6n-5	338	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0
ENSMUSG00000076802|Trav6n-6	287	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	1	0
ENSMUSG00000076821|Trav8n-2	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0
ENSMUSG00000076822|Trav16n	353	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	1	0
ENSMUSG00000076823|Trav13n-4	267	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
ENSMUSG00000076824|Trav14n-3	280	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1
ENSMUSG00000076826|Trav4-2	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
ENSMUSG00000076831|Trav8-1	327	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1
ENSMUSG00000076839|Trav13-1	327	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	1
ENSMUSG00000076840|Trav14-1	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1
ENSMUSG00000076846|Trav13-2	389	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	1	2
ENSMUSG00000076848|Trav15-2-dv6-2	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2
ENSMUSG00000076855|Trav16	421	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
ENSMUSG00000076858|Trav3-4	457	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
ENSMUSG00000076861|Trav18	327	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
ENSMUSG00000076862|Trav19	445	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	1
ENSMUSG00000076863|Trav21-dv12	360	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1
ENSMUSG00000076864|Trdv1	416	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
ENSMUSG00000076865|Trdv2-1	345	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
ENSMUSG00000076866|Trdv2-2	345	1	0	0	0	0	0	0	1	0	1	0	1	0	2	0	2	0	2	1	1	3
ENSMUSG00000076867|Trdv4	345	9	19	13	9	8	5	16	21	27	5	18	16	11	8	7	11	2	4	4	7	4
ENSMUSG00000076870|Trdj1	51	1	0	1	0	0	0	2	2	0	0	0	2	1	0	1	1	1	0	0	0	1
ENSMUSG00000076871|Trdj2	59	0	0	3	0	1	0	2	2	0	0	1	4	1	0	0	1	1	0	0	0	2
ENSMUSG00000076873|Trdv5	345	0	0	0	0	0	1	0	0	3	2	0	1	0	0	0	0	0	1	1	0	1
ENSMUSG00000076874|Traj59	64	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
ENSMUSG00000076875|Traj58	63	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	3
ENSMUSG00000076876|Traj57	65	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	2	0	1
ENSMUSG00000076877|Traj56	63	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	2	0	1
ENSMUSG00000076878|Traj53	66	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	2	0	2
ENSMUSG00000076879|Traj52	66	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	2	0	1
ENSMUSG00000076880|Traj51	43	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	2	0	1
ENSMUSG00000076881|Traj50	63	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	1
ENSMUSG00000076882|Traj49	59	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	2	0	1
ENSMUSG00000076883|Traj48	60	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0	2	1	0	2	0	1
ENSMUSG00000076884|Traj46	63	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	1	1	0	2	0	1
ENSMUSG00000076885|Traj45	63	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	1	2	0	2	0	1
ENSMUSG00000076886|Traj44	61	0	0	1	1	0	0	0	2	0	0	0	1	1	1	0	1	1	1	2	0	1
ENSMUSG00000076887|Traj43	57	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	1	1	1	2	0	1
ENSMUSG00000076888|Traj42	64	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	2	0	2	0	1
ENSMUSG00000076889|Traj41	55	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	3	2	2	0	1
ENSMUSG00000076890|Traj40	61	0	0	0	1	0	0	0	2	0	1	1	1	1	0	0	1	1	2	2	0	1
ENSMUSG00000076891|Traj39	63	0	0	0	1	0	0	0	0	3	0	0	1	2	0	0	1	1	0	2	0	1
ENSMUSG00000076892|Traj38	62	0	0	0	1	0	0	0	0	3	0	0	1	1	0	0	4	1	0	2	0	1
ENSMUSG00000076893|Traj37	60	1	0	0	2	2	1	0	0	6	1	1	1	1	2	0	1	1	1	4	2	4
ENSMUSG00000076894|Traj35	65	0	2	0	1	0	0	0	0	4	0	0	3	1	1	0	1	1	0	3	0	3
ENSMUSG00000076895|Traj34	58	0	0	0	1	0	0	2	0	4	0	0	1	1	1	0	1	1	0	2	0	1
ENSMUSG00000076896|Traj33	57	0	0	1	1	0	0	0	0	3	0	0	1	1	1	0	2	1	0	2	0	1
ENSMUSG00000076897|Traj32	66	1	1	0	1	1	0	2	1	3	0	2	1	2	1	0	1	1	0	2	0	1
ENSMUSG00000076898|Traj31	57	1	2	1	1	0	0	1	1	3	1	0	1	2	1	0	1	1	0	2	0	2
ENSMUSG00000076899|Traj30	59	1	0	0	1	0	0	0	1	3	0	0	1	1	1	0	2	1	0	3	0	1
ENSMUSG00000076900|Traj29	60	1	0	0	1	1	0	1	0	3	0	0	1	2	1	0	2	1	0	2	0	1
ENSMUSG00000076901|Traj28	65	2	1	1	1	0	2	1	0	4	2	1	1	1	2	0	1	1	1	2	0	1
ENSMUSG00000076902|Traj27	59	1	0	0	1	1	0	0	0	3	0	2	3	1	1	1	1	1	2	2	1	1
ENSMUSG00000076903|Traj26	60	2	0	1	1	0	0	1	0	3	1	1	2	1	1	0	2	1	1	2	0	2
ENSMUSG00000076904|Traj25	57	2	0	1	1	0	0	0	0	4	0	2	1	1	3	1	1	1	2	2	0	3
ENSMUSG00000076905|Traj24	63	1	0	1	1	0	0	1	0	3	1	1	1	1	1	0	1	1	1	3	0	3
ENSMUSG00000076906|Traj23	60	2	0	1	1	0	0	2	1	5	0	1	1	2	2	0	3	1	4	3	0	2
ENSMUSG00000076907|Traj22	60	3	0	0	2	1	2	1	0	3	0	1	3	2	2	1	8	1	3	3	0	1
ENSMUSG00000076908|Traj21	57	2	2	0	1	0	2	1	1	3	1	1	1	2	2	0	4	2	3	3	0	6
ENSMUSG00000076909|Traj20	58	1	1	0	1	0	0	1	1	3	1	2	1	2	2	2	6	1	5	3	0	1
ENSMUSG00000076910|Traj19	61	1	0	1	1	1	0	2	0	4	0	1	1	2	2	0	3	1	3	4	0	1
ENSMUSG00000076911|Traj18	66	1	0	0	1	0	0	0	2	5	0	1	1	3	2	0	5	1	3	3	0	1
ENSMUSG00000076912|Traj17	63	4	1	0	1	0	1	1	1	5	0	1	1	3	2	0	4	2	3	3	0	1
ENSMUSG00000076913|Traj16	61	2	0	0	1	0	1	1	0	5	1	1	1	4	2	1	3	1	3	3	0	1
ENSMUSG00000076914|Traj15	60	3	0	2	1	0	0	3	0	6	2	1	2	3	2	0	2	1	3	4	0	2
ENSMUSG00000076915|Traj14	33	1	0	0	1	0	0	2	0	6	1	2	3	3	2	0	2	1	3	3	0	2
ENSMUSG00000076916|Traj13	57	2	0	0	1	0	0	4	0	5	1	1	2	3	2	0	1	2	3	3	0	1
ENSMUSG00000076917|Traj12	58	1	0	0	4	0	1	3	0	8	0	1	1	3	3	0	1	1	6	3	0	2
ENSMUSG00000076918|Traj11	59	1	0	3	2	0	0	0	0	7	1	1	1	3	2	1	1	1	5	3	0	2
ENSMUSG00000076919|Traj9	58	2	0	0	1	0	0	1	2	8	0	1	1	3	2	1	1	1	3	3	0	1
ENSMUSG00000076920|Traj8	37	2	1	0	1	0	0	0	0	6	0	1	1	3	3	0	1	1	3	3	0	1
ENSMUSG00000076921|Traj7	59	2	1	1	1	1	0	0	0	5	0	3	2	3	2	1	1	1	5	3	1	3
ENSMUSG00000076922|Traj6	62	1	1	2	3	1	0	1	1	6	1	2	1	3	3	0	1	1	4	3	0	1
ENSMUSG00000076923|Traj5	62	1	0	0	1	0	0	2	0	5	0	1	2	3	2	0	1	1	6	3	2	1
ENSMUSG00000076924|Traj4	63	1	0	0	2	0	0	0	0	5	0	1	2	3	2	0	1	1	3	3	0	1
ENSMUSG00000076925|Traj3	66	1	0	1	4	0	0	0	1	5	0	1	1	3	3	0	1	2	3	3	0	1
ENSMUSG00000076926|Traj2	66	2	1	0	3	0	1	0	0	5	0	1	1	3	3	0	1	2	5	3	0	2
ENSMUSG00000076927|Traj1	27	1	0	0	2	0	1	0	0	5	0	1	1	3	2	0	2	1	4	3	0	1
ENSMUSG00000076928|Trac	413	16	7	16	12	5	8	25	24	16	12	10	12	24	26	12	47	12	34	9	21	37
ENSMUSG00000076934|Iglv1	351	132	11	14	16	10	18	249	105	211	37	51	251	27	58	13	232	5	99	5	66	11
ENSMUSG00000076937|Iglc2	606	160	30	12	48	17	42	376	123	160	238	20	131	74	83	46	1093	41	63	11	53	30
ENSMUSG00000076939|Iglv3	366	16	3	4	4	2	5	32	15	20	30	3	30	9	7	6	100	8	9	2	4	9
ENSMUSG00000076940|Iglv2	348	64	2	11	25	11	18	214	57	41	146	11	57	33	28	5	720	12	14	1	16	3
ENSMUSG00000076941|AC134447.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076944|AC158299.1	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000076946|Mir582	81	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1
ENSMUSG00000076948|Mir467e	87	1	0	2	0	0	1	1	0	0	0	0	0	1	0	4	1	2	0	0	0	1
ENSMUSG00000076949|AC121540.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000076950|AL929011.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076951|AC127431.1	110	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076952|AC087183.1	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076956|Mir297a-3	102	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	0	0	0
ENSMUSG00000076958|AC154424.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000076959|Mir669l	98	0	0	2	0	0	0	0	1	2	0	0	0	0	0	2	1	2	0	0	0	0
ENSMUSG00000076961|AC158749.1	110	0	1	1	0	0	0	1	3	2	0	0	3	2	0	3	0	1	5	1	0	4
ENSMUSG00000076964|AC132266.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076966|Mir466b-2	82	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0
ENSMUSG00000076972|Mir193b	79	1	2	0	0	0	0	3	1	1	0	0	0	2	0	1	1	1	2	1	1	6
ENSMUSG00000076976|Mir297c	98	1	0	2	0	0	0	1	0	0	0	0	0	0	0	2	1	2	0	0	0	0
ENSMUSG00000076977|AL683818.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076983|mmu-mir-297a-2	90	0	0	2	0	0	0	0	0	2	0	0	1	0	1	3	1	3	0	0	0	0
ENSMUSG00000076987|BX813309.1	110	3	3	4	5	3	2	2	4	4	3	3	12	8	7	4	6	8	6	0	7	10
ENSMUSG00000076994|Mir466b-3	81	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	1	0
ENSMUSG00000076999|AC132082.1	96	11	6	2	4	0	1	3	3	6	4	2	5	10	11	4	4	5	4	4	10	15
ENSMUSG00000077001|Mir544	78	1	1	0	0	0	0	1	1	0	1	0	1	0	1	2	0	0	0	1	1	1
ENSMUSG00000077004|AL731707.1	67	3	2	2	3	4	6	5	1	6	0	2	4	10	1	2	3	6	1	3	3	6
ENSMUSG00000077010|AC134254.1	86	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000077015|AC124506.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077019|AC154322.1	110	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077021|Mir467d	85	0	0	2	0	0	0	0	0	0	0	1	1	0	0	2	1	2	0	0	0	1
ENSMUSG00000077022|AC123045.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000077025|Mir493	83	0	0	1	1	1	0	1	0	0	1	1	1	2	0	0	0	0	0	0	0	1
ENSMUSG00000077038|Mir669f	121	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	1
ENSMUSG00000077039|AC111074.1	109	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077040|AL671906.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077042|Mir574	78	15	18	11	10	4	7	2	6	8	11	9	21	9	10	7	15	16	9	8	7	9
ENSMUSG00000077049|Mir467c	97	0	0	4	0	0	0	0	1	0	0	0	0	1	0	2	1	2	0	0	0	0
ENSMUSG00000077050|AC131665.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077055|AC121967.1	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077058|AC123824.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000077059|AC110903.1	96	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000077065|AL591544.1	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000077081|AC164303.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000077082|AC159378.1	80	1	0	0	1	1	0	2	1	0	0	1	2	2	0	2	3	0	4	1	0	2
ENSMUSG00000077085|AC163215.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077086|Mir669o	96	0	0	2	0	0	0	1	0	0	0	0	0	0	1	4	1	2	0	0	0	0
ENSMUSG00000077090|AC155640.1	67	0	0	1	0	0	1	0	0	2	1	0	4	1	0	0	0	0	0	0	1	0
ENSMUSG00000077092|Mir742	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077095|AL772216.1	104	1	0	2	1	1	0	0	2	1	0	0	0	0	0	2	1	2	0	0	0	0
ENSMUSG00000077096|AC154375.1	65	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077104|AL772216.2	100	0	0	2	0	0	0	0	0	0	0	1	1	2	0	2	1	3	0	0	0	0
ENSMUSG00000077107|Mir344c	92	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	2	0	0	1
ENSMUSG00000077110|AC131111.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077111|Mir18b	83	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077113|Mir466p	89	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0
ENSMUSG00000077119|Mir741	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077125|AC164603.1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077127|Mir743	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077131|AL772216.3	104	0	0	2	0	0	0	0	0	1	0	0	0	0	2	2	1	2	0	0	1	1
ENSMUSG00000077138|AC161197.1	110	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000077142|SNORA17	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077143|SNORA17	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077144|SNORA17	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077146|SNORA17	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000077148|U6	104	57	51	21	11	13	22	56	27	20	25	24	27	92	65	55	64	43	24	22	57	174
ENSMUSG00000077149|SNORA17	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077150|SNORA17	133	3	3	1	2	0	1	3	2	2	0	1	0	1	1	1	2	1	2	1	0	1
ENSMUSG00000077152|SNORA17	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077153|SNORA17	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077155|U6	103	24	13	16	11	19	13	12	19	21	11	18	22	13	15	20	14	13	23	8	10	14
ENSMUSG00000077156|n-R5s90	118	2	7	0	2	11	4	2	5	2	2	4	0	7	1	1	2	1	1	2	4	2
ENSMUSG00000077158|SNORA17	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077160|SNORA17	126	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077161|SNORA17	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077163|U6	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077166|SNORA17	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077167|SNORA53	246	1564	1504	1241	1206	969	1150	1430	1426	1628	1102	1139	1264	2765	2348	1570	1494	1753	1825	1397	2031	2385
ENSMUSG00000077169|SNORA17	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077171|SNORA17	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077172|SNORA17	132	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0
ENSMUSG00000077174|SNORA17	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077175|SNORA17	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077176|SNORA17	129	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000077177|SNORA17	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077178|SNORA17	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077180|SNORA17	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077181|SNORA17	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000077184|SNORA17	129	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000077185|SNORD102	71	393	446	313	298	192	302	346	341	384	299	320	414	428	389	397	436	375	323	273	508	534
ENSMUSG00000077188|SNORA17	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077190|SNORA17	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077191|Snord64	67	10	9	6	3	1	5	2	6	7	2	7	8	7	15	10	7	11	8	4	7	7
ENSMUSG00000077192|Snora17	132	104	85	80	62	80	50	66	83	78	73	63	105	144	124	78	80	103	129	82	132	217
ENSMUSG00000077194|U6	107	0	1	1	0	0	0	2	1	1	2	0	1	2	1	1	1	0	3	0	1	1
ENSMUSG00000077196|SNORA17	131	0	1	4	0	1	0	1	2	1	1	0	1	0	1	0	1	1	1	0	2	2
ENSMUSG00000077197|SNORA17	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077199|SNORA43	138	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0
ENSMUSG00000077200|SNORA17	129	1	0	0	0	0	0	2	0	0	0	2	0	0	1	1	2	1	1	2	1	2
ENSMUSG00000077201|SNORA17	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077202|SNORA61	126	18	12	18	16	14	18	20	19	22	14	18	33	25	15	20	19	24	23	16	17	15
ENSMUSG00000077204|SNORA17	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077205|SNORA17	133	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000077207|U6	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077208|SNORA17	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077209|SNORA17	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077212|Snord69	80	41	26	25	29	14	25	25	11	40	32	23	26	33	32	49	24	38	39	24	54	47
ENSMUSG00000077214|SNORA17	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
