	Cry_KO_Exon_ZT_02_1	Cry_KO_Exon_ZT_06_1	Cry_KO_Exon_ZT_10_1	Cry_KO_Exon_ZT_14_1	Cry_KO_Exon_ZT_18_1	Cry_KO_Exon_ZT_22_1	Cry_KO_Exon_ZT_02_2	Cry_KO_Exon_ZT_06_2	Cry_KO_Exon_ZT_10_2	Cry_KO_Exon_ZT_14_2	Cry_KO_Exon_ZT_18_2	Cry_KO_Exon_ZT_22_2
ENSMUSG00000033855|Ston1	162	163	122	182	144	134	128	143	195	205	162	136
ENSMUSG00000033857|Engase	448	317	296	366	277	290	322	336	302	386	284	299
ENSMUSG00000033860|Fgg	129610	98007	131123	95223	107605	143702	110327	99882	124039	112194	94528	175403
ENSMUSG00000033862|Cdk10	721	646	566	687	665	577	613	604	742	699	576	616
ENSMUSG00000033863|Klf9	3517	2616	5909	1358	2779	3135	5306	3324	4603	2649	3259	4118
ENSMUSG00000033871|Ppargc1b	338	309	325	267	255	313	315	326	320	192	262	200
ENSMUSG00000033880|Lgals3bp	2804	1842	1542	1764	2269	2205	2097	1624	1805	1705	1956	2688
ENSMUSG00000033882|Rbm46	12	5	8	3	14	9	8	4	6	16	5	6
ENSMUSG00000033883|D3Ertd254e	462	413	364	405	316	370	337	299	434	508	282	348
ENSMUSG00000033885|Pxk	1037	939	1024	962	908	934	1005	846	1070	1118	855	1021
ENSMUSG00000033898|Cfhr2	22125	21829	22790	14552	13740	18687	14008	13641	21465	23287	16636	16533
ENSMUSG00000033900|Mtap9	51	40	20	40	38	46	22	32	26	40	35	52
ENSMUSG00000033902|Mapkbp1	319	217	239	329	269	241	243	255	292	255	277	286
ENSMUSG00000033904|Ccp110	322	340	437	305	326	325	334	263	526	565	292	310
ENSMUSG00000033906|Zdhhc15	5	6	4	8	6	10	5	9	16	14	2	10
ENSMUSG00000033909|Usp36	657	688	1007	1196	573	649	544	628	1345	1368	599	716
ENSMUSG00000033910|Gucy1a3	438	456	272	361	327	326	389	430	486	456	297	374
ENSMUSG00000033916|Chmp2a	2251	2184	1904	1949	1948	1981	1868	1827	2388	2374	1807	1943
ENSMUSG00000033917|Gde1	2255	2137	3877	2631	2767	2197	1828	2219	2911	3352	2482	2623
ENSMUSG00000033918|Parl	923	922	709	862	761	806	814	777	1032	960	716	735
ENSMUSG00000033931|Rbm34	480	440	449	439	344	400	404	370	525	515	351	355
ENSMUSG00000033933|Vhl	366	399	728	719	500	440	339	411	661	778	428	522
ENSMUSG00000033938|Ndufb7	1902	1811	1696	1931	1935	1870	1813	1731	1603	1997	1809	1883
ENSMUSG00000033940|Brk1	1484	1287	1435	1307	1282	1212	1121	1168	1405	1394	1152	1314
ENSMUSG00000033943|Mga	2629	2193	2763	2038	1803	2081	2125	1716	2869	2468	1875	1747
ENSMUSG00000033948|Zswim5	179	229	259	211	177	202	132	249	278	201	183	246
ENSMUSG00000033949|Trim36	5	5	11	6	8	14	15	15	17	5	8	9
ENSMUSG00000033952|Aspm	48	39	52	36	57	56	43	21	79	47	59	71
ENSMUSG00000033953|Ppp3r1	1627	1572	1786	1493	1220	1396	1271	1270	2028	2266	1250	1393
ENSMUSG00000033955|Tnks1bp1	3291	3116	2388	3110	2882	2736	2721	2681	2885	3251	2545	2313
ENSMUSG00000033960|9430020K01Rik	465	363	417	492	440	452	401	415	508	560	377	391
ENSMUSG00000033961|Zfp446	141	109	141	179	97	132	98	105	123	149	118	130
ENSMUSG00000033964|Zbtb41	1573	1763	2304	1404	1305	1500	1282	1289	2612	2480	1456	1525
ENSMUSG00000033965|Slc16a2	3430	3162	2248	2352	2495	2473	3182	3263	2658	2946	2435	2625
ENSMUSG00000033966|Cdkl4	13	15	9	7	7	9	3	13	6	15	14	3
ENSMUSG00000033967|2310014L17Rik	5	3	9	6	4	1	4	4	12	13	7	2
ENSMUSG00000033970|Rfc3	263	216	223	116	138	201	172	185	231	158	145	199
ENSMUSG00000033972|Zfp944	482	469	451	337	317	430	351	345	470	563	373	387
ENSMUSG00000033983|Coil	195	180	191	193	126	191	115	167	202	196	122	164
ENSMUSG00000033985|Tesk2	747	728	775	485	630	612	597	618	829	717	567	685
ENSMUSG00000033987|Dnahc17	9	4	11	5	14	15	4	4	3	4	1	4
ENSMUSG00000033991|Ttc37	1276	1107	1134	1414	1067	1111	928	846	1180	1530	1077	1068
ENSMUSG00000033998|Kcnk1	13	6	17	19	31	45	25	16	23	21	24	17
ENSMUSG00000034006|Pqlc1	2907	3517	2693	4602	3200	2900	2304	2561	2935	5035	2995	2747
ENSMUSG00000034007|Scaper	654	566	330	297	376	424	437	445	383	406	397	442
ENSMUSG00000034021|Pds5b	1054	973	1032	787	889	948	852	858	1203	1115	920	999
ENSMUSG00000034022|Cpsf1	2617	2253	2265	2082	2212	2182	2026	2091	2467	2698	2020	2455
ENSMUSG00000034023|Fancd2	24	23	13	12	17	16	24	16	20	12	15	18
ENSMUSG00000034024|Cct2	4292	3988	3720	4045	4103	3927	3186	3263	4383	4968	4125	3781
ENSMUSG00000034028|Cd226	21	18	15	20	14	16	9	7	15	24	12	21
ENSMUSG00000034032|Rpap1	595	495	367	450	423	499	433	342	375	439	446	424
ENSMUSG00000034035|Ccdc17	121	97	47	71	83	109	103	99	89	81	100	81
ENSMUSG00000034037|Fgd5	518	553	525	670	476	496	526	510	637	733	419	459
ENSMUSG00000034040|Wbscr17	1	0	0	3	3	4	1	3	0	4	1	0
ENSMUSG00000034041|Lyl1	34	21	26	36	33	32	25	44	57	37	17	38
ENSMUSG00000034042|Gpbp1l1	3144	3115	3619	1853	2436	2727	2861	2984	3652	2966	2408	2692
ENSMUSG00000034055|Phka1	506	425	419	465	417	451	382	325	356	486	388	432
ENSMUSG00000034059|Ypel4	0	1	0	0	1	1	0	1	1	1	1	0
ENSMUSG00000034064|Poglut1	599	463	539	483	520	526	396	428	500	583	500	588
ENSMUSG00000034066|Farp2	807	840	846	830	717	686	760	947	985	1000	706	782
ENSMUSG00000034071|Zfp551	100	104	106	71	77	87	88	81	79	90	77	82
ENSMUSG00000034075|Zdhhc5	3990	3402	3814	3293	3552	3355	2966	3091	4073	4092	3507	3498
ENSMUSG00000034083|Ccdc174	388	344	475	350	308	322	282	305	502	524	256	343
ENSMUSG00000034088|Hdlbp	23002	21960	19087	19960	21424	20835	14977	15075	18920	26062	21495	23549
ENSMUSG00000034101|Ctnnd1	4317	4159	3857	3256	3599	3697	3679	3717	4056	4274	3608	3642
ENSMUSG00000034105|4632415K11Rik	382	359	234	358	247	351	249	302	255	329	316	341
ENSMUSG00000034108|Ccs	3982	3710	2849	3981	3898	3482	3771	3854	4087	3826	3580	3521
ENSMUSG00000034109|Golim4	3540	3733	2723	2861	2893	2938	2522	2949	3237	3693	2891	2894
ENSMUSG00000034110|Kctd7	236	196	108	295	200	205	86	172	159	354	225	229
ENSMUSG00000034111|Tmed8	235	286	351	404	278	322	226	270	435	531	256	302
ENSMUSG00000034112|Atp2c2	0	0	0	0	2	9	0	0	1	0	0	0
ENSMUSG00000034116|Vav1	245	180	165	137	181	194	157	167	241	168	144	190
ENSMUSG00000034117|Gpr44	1	0	0	1	2	1	0	3	2	0	0	0
ENSMUSG00000034118|Tpst1	1009	979	1182	1273	1183	1058	835	959	1216	1470	1124	1074
ENSMUSG00000034120|Srsf2	4524	3722	4338	5110	3606	3517	3058	3231	5132	5720	3549	3903
ENSMUSG00000034121|Mks1	61	45	60	79	50	64	51	73	44	44	59	45
ENSMUSG00000034126|Pomt2	1250	1039	1410	1256	1252	1104	1005	1020	1275	1394	1203	1271
ENSMUSG00000034127|Tspan8	40	29	23	37	49	175	41	40	45	34	56	18
ENSMUSG00000034135|Sik3	1787	1652	1919	1278	1519	1360	1621	1500	1747	1420	1315	1423
ENSMUSG00000034139|Serpini2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034145|Tmem63c	0	0	2	0	2	0	3	3	1	2	1	3
ENSMUSG00000034152|Exoc3	1593	1300	1181	1196	1247	1359	1047	1071	1184	1502	1331	1358
ENSMUSG00000034154|Ino80	994	932	971	744	775	842	820	825	1067	1029	800	856
ENSMUSG00000034156|Bzrap1	15	21	9	20	19	10	14	21	37	16	8	18
ENSMUSG00000034157|2310044G17Rik	1883	2008	2343	1980	1705	1649	1724	1638	2310	2367	1709	1592
ENSMUSG00000034158|Lrrc58	11507	12394	16437	9360	12667	11497	9827	7715	13483	16936	12675	11156
ENSMUSG00000034159|2310007B03Rik	2	0	0	0	4	4	0	0	0	2	8	0
ENSMUSG00000034160|Ogt	4016	4010	4014	3177	3590	2941	3416	3330	3604	4067	3535	3391
ENSMUSG00000034161|Scx	1	4	5	5	3	2	3	3	4	7	6	3
ENSMUSG00000034163|Zfc3h1	2079	2186	2791	1411	2037	1725	1890	1690	2143	2419	2136	1732
ENSMUSG00000034164|Emid1	20	9	4	13	9	8	3	6	15	11	6	9
ENSMUSG00000034165|Ccnd3	832	876	1057	1254	1195	859	788	922	966	1259	1026	1039
ENSMUSG00000034168|Irf2bpl	1313	1233	1150	1321	1235	1434	1308	968	1522	1516	1293	1194
ENSMUSG00000034171|Faah	5610	5685	5117	5096	4545	4308	5374	5332	5751	5354	4657	4803
ENSMUSG00000034173|2410018M08Rik	189	145	146	82	103	87	137	200	157	121	101	141
ENSMUSG00000034175|Rhbdd3	511	503	412	336	350	382	441	496	428	391	378	445
ENSMUSG00000034177|Rnf43	1086	1259	1103	1456	1252	1221	789	1123	1296	1317	1272	1153
ENSMUSG00000034187|Nsf	1018	916	771	808	730	840	688	704	797	977	815	811
ENSMUSG00000034189|Hsdl1	539	570	615	476	471	514	479	454	618	582	435	501
ENSMUSG00000034190|Chmp7	1505	1437	1553	1567	1449	1325	1378	1244	1780	1898	1228	1301
ENSMUSG00000034192|Lsm3	114	156	114	210	116	134	115	153	150	148	99	132
ENSMUSG00000034194|R3hcc1	342	305	281	296	202	329	261	339	305	322	282	313
ENSMUSG00000034201|Gas2l1	661	579	1037	616	828	665	644	646	860	862	761	772
ENSMUSG00000034203|Chchd4	444	426	573	644	396	416	347	390	666	644	410	438
ENSMUSG00000034205|Loxl2	180	105	81	111	133	96	96	90	151	151	104	106
ENSMUSG00000034206|Polq	28	11	4	11	20	13	13	12	12	10	14	14
ENSMUSG00000034209|Rasl10a	2	2	3	0	1	3	2	2	1	1	0	4
ENSMUSG00000034210|4732418C07Rik	976	805	948	749	737	855	772	737	953	950	778	922
ENSMUSG00000034211|Mrps17	1180	1189	1132	1051	964	1031	974	1002	1089	1192	991	1067
ENSMUSG00000034212|Ankmy1	3	3	3	5	1	3	8	8	2	1	2	2
ENSMUSG00000034216|Vps18	820	762	762	715	621	683	735	572	799	752	672	655
ENSMUSG00000034218|Atm	1329	1317	1406	734	958	1026	1379	1182	1617	1186	826	1164
ENSMUSG00000034219|Sept14	0	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000034220|Gpc1	170	123	124	135	170	151	117	142	126	226	232	200
ENSMUSG00000034226|Rhov	0	1	0	3	0	6	0	0	1	1	1	0
ENSMUSG00000034227|Foxj1	17	22	9	36	18	27	20	23	20	22	17	9
ENSMUSG00000034235|Usp54	303	240	270	261	241	252	255	256	310	279	223	261
ENSMUSG00000034243|Golgb1	4905	4968	4670	4530	3531	4134	4135	4457	4403	6386	3461	3913
ENSMUSG00000034245|Hdac11	2050	2045	1412	1346	1870	1821	2187	2255	2312	2019	1807	1821
ENSMUSG00000034247|Plekhm1	728	695	809	455	687	541	743	626	790	633	555	677
ENSMUSG00000034248|Slc25a37	1816	1815	1218	1599	1874	1520	1423	1189	1470	1877	1567	1310
ENSMUSG00000034252|Senp6	2554	2476	3080	1817	2225	2384	2155	2092	3131	3109	2111	2170
ENSMUSG00000034254|Agpat1	382	362	416	683	481	396	320	350	403	553	426	354
ENSMUSG00000034255|Arhgap27	129	108	103	110	114	92	123	110	147	104	94	104
ENSMUSG00000034258|Mfsd7c	116	75	168	67	46	59	206	194	206	83	48	112
ENSMUSG00000034259|Exosc4	627	598	707	796	669	608	545	612	667	843	691	657
ENSMUSG00000034263|2010321M09Rik	600	448	476	444	416	501	428	384	450	451	445	514
ENSMUSG00000034265|Zdhhc14	196	146	217	191	206	180	150	127	211	226	179	208
ENSMUSG00000034266|Batf	7	7	14	9	15	9	15	21	12	15	13	14
ENSMUSG00000034269|Setd5	2200	2144	2590	1925	2175	1733	2027	2069	2675	2935	1863	1969
ENSMUSG00000034271|Jdp2	56	51	60	64	62	66	58	53	75	84	67	70
ENSMUSG00000034274|Thoc5	922	814	649	739	819	841	653	655	668	898	806	830
ENSMUSG00000034275|Igsf9b	1	1	1	0	3	8	0	2	0	0	1	0
ENSMUSG00000034278|Dnajc17	130	114	131	148	117	118	109	100	119	141	111	95
ENSMUSG00000034282|Evpl	15	26	21	31	25	44	35	16	26	39	33	25
ENSMUSG00000034285|Nipsnap1	9897	9974	6672	6879	6773	7535	7046	7107	8481	8993	6575	6962
ENSMUSG00000034290|Nek9	2710	2555	2757	2662	2522	2352	2406	2236	2746	3154	2407	2433
ENSMUSG00000034292|Traf3ip1	341	310	316	425	305	265	185	259	307	353	257	283
ENSMUSG00000034295|Fhod3	59	77	141	63	53	75	84	68	90	88	94	83
ENSMUSG00000034297|Med13	3167	3397	3412	2235	2708	2854	2453	2564	3691	3611	2680	2636
ENSMUSG00000034300|Fam53c	579	557	661	467	539	495	435	475	681	625	495	584
ENSMUSG00000034303|Ccdc15	99	141	88	58	65	73	110	56	91	91	55	83
ENSMUSG00000034308|Sdr42e1	4828	4644	2872	3677	3014	3510	3680	4822	3216	4493	3280	3864
ENSMUSG00000034311|Kif4	39	36	22	18	37	34	22	10	39	43	29	38
ENSMUSG00000034312|Iqsec1	1170	1035	918	1237	1297	1159	1076	1100	1245	1379	1099	1181
ENSMUSG00000034317|Trim59	17	11	6	7	9	11	3	5	20	8	7	17
ENSMUSG00000034320|Slc26a2	453	434	435	439	324	393	302	323	421	530	325	330
ENSMUSG00000034321|Exosc1	227	259	325	372	347	329	244	210	426	441	265	296
ENSMUSG00000034324|Tmem132c	4	2	0	2	1	7	1	0	0	0	0	0
ENSMUSG00000034327|Kctd9	322	340	333	282	214	253	258	260	324	367	311	234
ENSMUSG00000034329|Brip1	151	113	124	67	66	91	113	95	132	94	57	140
ENSMUSG00000034330|Plcg2	227	146	113	135	158	157	136	152	189	126	102	179
ENSMUSG00000034333|Zbed4	138	147	200	251	192	174	117	88	316	301	206	178
ENSMUSG00000034334|Fam151b	195	197	155	178	142	141	177	217	237	232	125	143
ENSMUSG00000034341|Wbp2	2953	2854	2737	2342	2366	2245	2519	2484	2734	2801	2280	2518
ENSMUSG00000034342|Cbl	299	279	284	301	294	262	252	249	353	393	230	330
ENSMUSG00000034343|Ube2f	1173	1059	1233	1412	1340	1070	696	730	1234	1662	1268	1093
ENSMUSG00000034345|Gtf2h5	923	868	726	683	694	783	671	760	786	968	733	702
ENSMUSG00000034349|Smc4	685	581	668	324	423	556	497	425	666	549	370	563
ENSMUSG00000034353|Ramp1	158	94	136	157	172	121	112	132	114	93	97	94
ENSMUSG00000034354|Mtmr3	2446	2507	2723	1693	2145	2069	2285	2123	2545	2329	2088	2261
ENSMUSG00000034361|Cpne2	261	204	302	274	280	206	288	264	399	313	211	284
ENSMUSG00000034371|Dak	10540	13028	5708	13685	10174	10254	4800	4271	6605	11668	10134	12136
ENSMUSG00000034377|Tulp4	1694	1661	2172	1554	1657	1505	1352	1385	1986	2124	1555	1610
ENSMUSG00000034379|Wdr5b	107	64	70	99	54	98	81	83	92	97	76	94
ENSMUSG00000034382|AI661453	712	759	727	764	784	708	511	547	762	745	752	578
ENSMUSG00000034390|Cmip	1571	1433	1735	1189	1406	1186	1385	1388	1510	1310	1249	1560
ENSMUSG00000034391|Fbxo15	6	5	11	2	7	9	6	8	5	13	13	8
ENSMUSG00000034394|Lif	4	2	0	4	0	5	1	3	2	1	4	0
ENSMUSG00000034401|Spata6	69	75	71	67	64	78	79	80	102	86	52	73
ENSMUSG00000034403|Pja1	2830	2611	2249	1922	2213	2273	2404	2139	2054	2292	2110	2144
ENSMUSG00000034412|Tbc1d10a	513	466	444	611	537	344	464	510	428	497	441	463
ENSMUSG00000034413|Neurl1b	94	80	44	59	89	79	50	44	60	90	95	69
ENSMUSG00000034416|Pkd1l2	0	0	3	3	0	1	0	0	1	0	0	0
ENSMUSG00000034422|Parp14	2978	2115	2089	2066	2805	2567	2087	2028	2206	2478	2652	2916
ENSMUSG00000034424|Gcsh	3981	3604	2772	2493	2585	3012	2548	2738	3499	3604	2508	2898
ENSMUSG00000034427|Myo15b	9	9	7	25	16	123	16	22	22	15	9	11
ENSMUSG00000034429|Zfp707	1107	1149	1083	564	971	614	779	942	750	955	628	847
ENSMUSG00000034430|Zxdc	767	802	976	727	627	744	765	770	1006	848	654	720
ENSMUSG00000034432|Cops8	904	844	992	953	896	834	770	877	1048	1119	848	903
ENSMUSG00000034435|Tmem30b	1658	1716	2154	1798	1425	1403	1642	1829	2332	2052	1507	1393
ENSMUSG00000034437|Gm9761	42	39	31	52	46	37	14	22	52	71	45	39
ENSMUSG00000034438|Gbp8	1084	660	618	567	590	550	593	527	597	617	458	750
ENSMUSG00000034442|Trmt5	273	251	215	315	229	241	154	185	264	335	253	236
ENSMUSG00000034445|Cybasc3	307	302	310	316	337	287	305	268	280	330	309	322
ENSMUSG00000034449|Dhrs11	806	696	741	548	683	650	625	567	692	762	570	624
ENSMUSG00000034450|Gulo	19632	19213	13545	15352	17141	17600	16554	15294	13084	17239	16087	18435
ENSMUSG00000034452|Slc24a1	4	1	0	2	0	0	0	0	2	2	0	0
ENSMUSG00000034453|Polr3b	1052	878	909	792	681	855	868	713	884	797	767	889
ENSMUSG00000034456|Uroc1	23512	23002	15019	17696	15882	18186	16527	17235	18230	21167	15867	16092
ENSMUSG00000034457|Eda2r	44	32	20	11	8	12	39	21	35	28	12	10
ENSMUSG00000034459|Ifit1	505	201	139	240	306	369	194	195	157	205	483	495
ENSMUSG00000034460|Six4	1	0	1	0	6	2	0	3	1	2	0	0
ENSMUSG00000034462|Pkd2	969	1016	1243	1095	969	1021	1027	1086	1332	1460	977	876
ENSMUSG00000034463|Scara3	120	103	111	145	127	130	121	169	132	119	101	76
ENSMUSG00000034467|Dynlrb2	1	0	0	1	2	1	1	0	0	0	0	0
ENSMUSG00000034471|Caskin2	630	673	580	1163	833	683	550	588	849	1030	729	752
ENSMUSG00000034472|Rasd2	2	3	4	0	1	12	5	4	3	8	2	1
ENSMUSG00000034473|Sec22a	668	649	483	397	440	529	495	460	556	590	478	521
ENSMUSG00000034480|Diap2	878	801	540	584	569	611	664	619	877	775	557	589
ENSMUSG00000034484|Snx2	1726	1609	1656	1230	1293	1345	1432	1393	1954	1580	1196	1387
ENSMUSG00000034485|Uaca	481	436	327	307	338	407	386	543	447	392	345	417
ENSMUSG00000034487|Kdelc2	419	500	284	425	499	419	391	312	417	557	518	440
ENSMUSG00000034488|Edil3	0	2	3	2	2	3	3	0	1	1	1	0
ENSMUSG00000034493|4930556J24Rik	18	14	11	22	14	11	13	17	14	3	6	14
ENSMUSG00000034501|Pcnxl4	271	284	304	271	315	277	263	262	277	268	278	254
ENSMUSG00000034509|Mad2l1bp	178	194	241	171	183	172	161	153	264	250	121	230
ENSMUSG00000034518|Hmgxb4	454	293	340	312	291	402	302	269	298	292	384	333
ENSMUSG00000034520|Gjc1	27	8	8	7	12	13	21	17	24	16	5	13
ENSMUSG00000034522|Zfp395	472	415	467	203	494	248	415	506	285	244	329	349
ENSMUSG00000034525|BC018507	1078	1187	1264	1423	1166	1104	1008	1003	1498	1620	1017	1079
ENSMUSG00000034528|Hsd17b13	11387	9924	12908	9863	10644	10198	10016	10124	16067	14028	10354	8436
ENSMUSG00000034532|Fbxo16	3	0	0	0	1	1	0	1	0	2	0	1
ENSMUSG00000034533|Scn10a	1	0	0	0	0	0	3	1	1	0	2	2
ENSMUSG00000034538|Zfp418	55	51	76	58	64	71	44	40	94	97	57	73
ENSMUSG00000034543|Morc2a	873	817	1051	1048	882	785	661	709	1405	1263	802	898
ENSMUSG00000034544|Rsrc1	827	805	476	551	425	682	667	680	745	705	460	543
ENSMUSG00000034551|Hdx	13	11	12	6	25	9	12	9	17	16	11	20
ENSMUSG00000034557|Zfyve9	2248	2229	2166	1817	1670	1867	1913	1978	2486	2279	1759	1921
ENSMUSG00000034560|A230046K03Rik	2222	1996	2065	1806	1756	1829	1565	1595	2236	2549	1909	1676
ENSMUSG00000034563|Ccpg1	2792	2797	2934	2506	2333	2695	2672	2843	3408	3352	2202	2375
ENSMUSG00000034566|Atp5h	5746	5563	5126	5048	5384	5108	4275	4572	5335	5422	4725	5083
ENSMUSG00000034570|Inpp5j	1	3	1	0	0	3	1	0	1	1	1	5
ENSMUSG00000034573|Ptpn13	123	129	84	157	146	160	104	118	149	138	115	96
ENSMUSG00000034574|Daam1	5045	3864	3860	3205	3988	3610	4339	3831	4368	5229	3448	4000
ENSMUSG00000034575|Papd7	875	958	1036	1449	945	824	622	754	1078	1480	932	913
ENSMUSG00000034579|Pla2g3	2	3	1	0	1	0	2	1	1	0	3	0
ENSMUSG00000034584|Exph5	1429	1747	1298	1157	1522	1334	1230	1330	1283	1623	1549	1304
ENSMUSG00000034586|Hid1	70	95	66	113	107	76	99	79	105	140	84	79
ENSMUSG00000034587|8430429K09Rik	47	31	26	41	36	25	32	32	28	38	22	41
ENSMUSG00000034591|Slc41a2	3169	2035	2888	1607	5525	4548	2256	1480	1393	2228	4441	6400
ENSMUSG00000034593|Myo5a	49	48	39	60	57	53	52	63	76	55	50	53
ENSMUSG00000034595|Ppp1r18	158	133	139	171	119	125	135	137	179	203	135	140
ENSMUSG00000034601|2700049A03Rik	363	281	252	147	229	237	228	236	294	240	197	287
ENSMUSG00000034602|Mon2	4005	3772	4281	3433	3232	3428	3668	3519	4536	4405	3254	3524
ENSMUSG00000034607|Pof1b	7	11	4	11	5	33	3	9	9	7	3	5
ENSMUSG00000034610|Zcchc11	1428	1197	1036	581	634	788	1130	994	1256	770	564	813
ENSMUSG00000034612|Chst11	15	17	5	14	6	25	11	13	11	16	12	20
ENSMUSG00000034613|Ppm1h	200	167	134	213	188	154	179	200	184	181	119	137
ENSMUSG00000034614|Pik3ip1	37	25	24	27	24	31	31	36	46	25	28	23
ENSMUSG00000034616|Ssh3	546	566	528	412	443	482	479	523	566	459	403	432
ENSMUSG00000034617|Mtrr	512	519	527	410	458	465	429	406	575	600	473	545
ENSMUSG00000034620|Tmem5	733	719	694	492	494	557	556	662	994	719	437	579
ENSMUSG00000034621|Gpatch8	1199	1078	1083	740	951	854	1019	942	1073	827	928	873
ENSMUSG00000034634|Ly6d	33	25	12	7	25	317	12	47	26	21	24	18
ENSMUSG00000034636|Zyg11b	4339	4341	4223	3223	3398	3945	3555	3485	4564	4482	3401	3895
ENSMUSG00000034639|Setmar	127	96	118	62	91	96	133	74	109	95	83	106
ENSMUSG00000034640|Tiparp	553	415	352	387	374	399	289	311	516	532	301	279
ENSMUSG00000034641|Cd300ld	525	294	342	303	449	384	300	268	364	262	329	365
ENSMUSG00000034645|Zyg11a	139	138	182	154	148	239	231	116	359	344	142	150
ENSMUSG00000034647|Ankrd12	725	758	955	600	543	647	702	645	1053	896	515	613
ENSMUSG00000034648|Lrrn1	3	4	4	5	6	1	0	9	7	3	4	5
ENSMUSG00000034652|Cd300a	260	155	200	134	162	175	197	190	181	129	145	170
ENSMUSG00000034653|Ythdc2	889	743	857	462	609	702	534	664	777	698	639	649
ENSMUSG00000034656|Cacna1a	18	27	35	27	46	27	28	29	49	32	17	21
ENSMUSG00000034659|Tmem109	684	675	719	735	688	663	575	608	624	732	671	724
ENSMUSG00000034663|Bmp2k	811	847	892	655	725	703	748	739	984	831	730	774
ENSMUSG00000034664|Itga2b	110	84	99	100	115	88	102	83	96	110	74	75
ENSMUSG00000034667|Xpot	4628	5046	4318	3790	3284	3499	3185	3485	5059	5039	3296	3529
ENSMUSG00000034673|Pbx2	738	733	750	751	794	725	707	742	936	845	664	721
ENSMUSG00000034674|Tdg	383	275	414	325	260	294	235	263	390	385	239	272
ENSMUSG00000034675|Dbn1	100	92	52	92	129	74	68	65	63	93	89	79
ENSMUSG00000034681|Rnps1	706	674	565	584	777	558	616	672	721	707	577	624
ENSMUSG00000034684|Sema3f	290	296	372	436	415	311	327	244	302	451	365	293
ENSMUSG00000034685|Fam171a2	54	100	71	113	85	56	100	89	97	105	60	100
ENSMUSG00000034686|Prr7	2	2	10	4	4	4	5	3	5	8	1	0
ENSMUSG00000034687|Fras1	129	137	65	95	128	69	68	148	68	143	93	138
ENSMUSG00000034706|Dnaic2	0	0	0	0	0	0	0	4	0	1	0	0
ENSMUSG00000034707|Gns	7945	6819	6719	6359	5813	5888	6789	6772	7954	7919	5775	6020
ENSMUSG00000034708|Grn	7827	6505	6248	6471	6618	5913	5484	5854	6644	6337	5758	7213
ENSMUSG00000034709|Klraq1	812	852	754	607	737	687	723	741	794	785	581	763
ENSMUSG00000034714|Ttyh2	4334	3893	3761	3484	4391	3754	2682	2693	3022	3815	4244	3957
ENSMUSG00000034723|Tmx4	1224	1151	1674	988	968	1209	926	906	1373	1696	933	1048
ENSMUSG00000034724|Cnot6l	1658	1487	1554	831	1109	1255	1246	1237	1524	1460	1128	1156
ENSMUSG00000034729|Mrps10	922	953	873	879	758	749	777	719	1031	1208	699	826
ENSMUSG00000034731|Dgkh	95	78	140	91	101	68	111	111	125	110	79	67
ENSMUSG00000034732|Pabpc5	2	1	0	0	0	1	0	0	1	2	0	0
ENSMUSG00000034738|Nostrin	1039	773	710	726	894	783	738	763	648	868	866	790
ENSMUSG00000034739|Mfrp	87	90	52	81	93	56	51	71	92	75	68	88
ENSMUSG00000034744|Nagk	546	524	371	478	495	456	502	464	548	518	462	441
ENSMUSG00000034748|Sirt6	119	127	123	131	126	111	103	129	135	164	113	105
ENSMUSG00000034751|Mast4	369	276	248	303	295	309	294	246	280	284	302	268
ENSMUSG00000034755|Pcdh11x	2	22	34	24	31	70	45	75	84	37	23	12
ENSMUSG00000034757|Tmub2	1033	1037	1064	752	814	901	971	912	890	1009	771	989
ENSMUSG00000034758|Tle6	64	59	137	57	76	64	67	47	55	59	106	78
ENSMUSG00000034761|Map4k5	1431	1360	1740	1002	1153	1157	1126	1304	2133	1859	979	1322
ENSMUSG00000034762|Glis1	1	1	0	0	2	1	0	2	2	1	0	2
ENSMUSG00000034764|1700006J14Rik	4	4	5	1	0	3	0	0	0	2	1	3
ENSMUSG00000034765|Dusp5	39	23	56	16	28	31	32	26	28	23	27	19
ENSMUSG00000034768|Asb16	16	22	1	5	14	22	6	3	11	16	11	8
ENSMUSG00000034771|Tle2	370	368	422	325	397	251	362	318	380	390	319	329
ENSMUSG00000034773|BC030867	6	2	0	2	5	5	1	5	7	2	4	3
ENSMUSG00000034774|Dsg1c	1735	1820	1797	1787	797	916	3117	4277	3240	2016	775	1113
ENSMUSG00000034780|B3galt1	1500	722	1229	319	780	455	957	1320	1416	448	917	1599
ENSMUSG00000034781|Gna11	1935	1930	1973	2436	2260	1854	1619	1894	2098	2596	2093	1874
ENSMUSG00000034783|Cd207	244	238	305	210	497	545	159	135	248	276	221	314
ENSMUSG00000034785|Dio1	3557	1520	3782	1559	4199	3006	2613	1821	1728	1933	4191	3405
ENSMUSG00000034786|Gpsm3	97	64	84	80	78	69	88	76	70	66	66	77
ENSMUSG00000034789|Rab24	956	872	919	828	916	830	783	864	1006	1155	750	788
ENSMUSG00000034792|Gna15	16	15	13	24	16	15	9	18	15	21	19	28
ENSMUSG00000034793|G6pc3	166	186	126	152	152	184	158	161	155	180	171	144
