ovary_CV1	ovary_CV2	ovary_CV3	ovary_CV4	ovary_GF1	ovary_GF2	ovary_GF3	ovary_GF4	ovary_GF5	testis_CV1	testis_CV2	testis_CV3	testis_CV4	testis_GF1	testis_GF2	testis_GF3
ENSMUSG00000041130|Zfp598	636	578	501	572	631	553	569	595	650	1135	1201	1317	1322	1224	1268	1235
ENSMUSG00000041132|N4bp2l1	276	265	235	333	299	226	271	317	381	202	228	228	269	233	277	270
ENSMUSG00000041133|Smc1a	2495	2652	2488	2488	2764	2513	2394	2521	2899	345	283	307	348	294	315	318
ENSMUSG00000041134|Cyyr1	154	151	115	166	173	167	129	105	165	238	250	248	243	258	229	242
ENSMUSG00000041135|Ripk2	297	260	217	251	346	230	249	284	272	120	123	90	128	119	132	97
ENSMUSG00000041138|Nme8	0	0	0	0	1	0	0	0	1	5328	5467	5409	5745	5273	5702	5567
ENSMUSG00000041141|Pnmal1	38	21	32	20	44	36	24	58	20	304	344	426	370	313	325	349
ENSMUSG00000041143|Tmco4	141	172	137	122	169	163	141	137	150	112	91	112	150	77	124	112
ENSMUSG00000041144|Dnahc7b	1411	1041	1145	1211	1536	1099	1170	1373	1523	9906	10068	10502	11332	10727	11758	11127
ENSMUSG00000041147|Brca2	975	815	899	949	1088	749	889	1010	1015	3105	3022	3162	3361	3392	3631	3543
ENSMUSG00000041153|Osgin2	513	434	450	507	472	506	388	455	482	548	522	563	627	529	581	547
ENSMUSG00000041161|Otud3	200	173	97	140	202	132	167	155	163	2345	2223	2348	2501	2309	2479	2371
ENSMUSG00000041164|Zmiz2	282	295	247	258	255	335	275	258	343	1897	2092	2240	2352	2356	2237	2269
ENSMUSG00000041165|Spem1	2	0	0	0	0	1	2	0	2	10323	10747	11169	11412	11279	10572	10778
ENSMUSG00000041168|Lonp1	2073	1861	1693	2024	2951	1825	2016	2062	2251	612	584	593	688	601	725	661
ENSMUSG00000041180|Hectd2	132	155	136	147	122	126	126	122	126	1808	1842	1947	2050	1907	1870	1837
ENSMUSG00000041187|Prkd2	190	219	124	170	218	185	210	187	234	83	82	78	98	62	72	73
ENSMUSG00000041189|Chrnb1	72	76	68	72	84	62	63	58	123	14	11	7	9	4	23	5
ENSMUSG00000041193|Pla2g5	387	397	428	354	568	342	446	581	216	316	330	317	303	257	274	291
ENSMUSG00000041199|Rpusd1	91	123	118	88	111	112	112	110	114	37	51	82	76	58	65	70
ENSMUSG00000041202|Pla2g2d	20	29	12	13	33	31	23	14	14	19	23	11	12	3	11	11
ENSMUSG00000041203|2310036O22Rik	924	983	817	877	1009	932	968	890	1001	1465	1468	1582	1655	1425	1547	1444
ENSMUSG00000041205|Map6d1	43	55	49	42	43	48	47	92	40	23	26	27	18	34	15	30
ENSMUSG00000041215|Yeats2	1802	1636	1551	1612	2005	1438	1647	1787	1906	514	497	509	533	478	525	528
ENSMUSG00000041216|Clvs1	12	7	10	5	9	5	5	10	6	19	20	29	24	44	44	23
ENSMUSG00000041219|Arhgap11a	322	297	258	269	423	267	251	340	380	272	297	330	398	298	318	308
ENSMUSG00000041220|Elovl6	2713	4707	3290	3355	3116	2154	4158	4041	2034	295	243	256	235	233	271	207
ENSMUSG00000041225|Arhgap12	1818	1589	1513	1571	2003	1466	1502	1620	1801	1119	1102	1156	1156	1137	1177	1233
ENSMUSG00000041229|Phf8	897	796	758	785	875	690	775	884	934	1138	1293	1296	1300	1122	1228	1203
ENSMUSG00000041231|Ublcp1	630	632	531	573	624	611	597	562	549	629	628	643	676	582	653	583
ENSMUSG00000041235|Chd7	513	452	376	365	480	381	368	374	416	584	611	658	625	629	704	695
ENSMUSG00000041236|Vps41	1781	1933	1663	1731	2088	1569	1764	1638	2041	1144	1143	1111	1214	1117	1251	1227
ENSMUSG00000041237|Pklr	37	42	22	27	24	31	26	47	48	0	1	1	3	2	0	0
ENSMUSG00000041238|Rbbp8	840	788	750	734	847	817	762	795	838	1821	1897	2003	2122	1914	2040	1997
ENSMUSG00000041241|Mul1	386	414	351	317	411	418	380	322	364	2229	2358	2239	2399	2356	2324	2170
ENSMUSG00000041245|Wnk3	358	301	325	293	402	277	322	423	342	1388	1483	1526	1684	1355	1533	1384
ENSMUSG00000041247|Lamp3	5	8	6	2	15	1	3	1	0	20	14	37	21	27	31	20
ENSMUSG00000041248|Kcnj1	1	0	0	1	0	0	0	1	0	8	6	4	18	3	5	16
ENSMUSG00000041255|Tmco5b	1	0	1	0	0	1	1	0	0	981	1106	1055	969	1071	1184	1009
ENSMUSG00000041258|Zfp236	1141	932	983	890	1204	957	966	981	1167	1921	1962	2010	2234	2069	2079	2065
ENSMUSG00000041261|Car8	37	13	14	25	21	26	8	13	34	23	10	12	14	8	9	18
ENSMUSG00000041263|Rusc1	161	150	108	130	161	149	101	79	178	51	61	73	64	49	71	58
ENSMUSG00000041264|Uspl1	994	889	774	848	903	906	935	961	892	2136	2158	2114	2355	2162	2277	2273
ENSMUSG00000041268|Dmxl2	1788	1437	1472	1526	1838	1356	1728	1677	1506	2519	2627	2947	2899	2684	2845	2744
ENSMUSG00000041272|Tox	90	91	64	106	57	75	88	83	69	204	183	163	175	147	167	162
ENSMUSG00000041278|Ttc1	558	550	511	475	602	516	447	489	517	1468	1435	1451	1550	1421	1601	1481
ENSMUSG00000041287|Sox15	16	5	5	12	5	6	5	11	5	1	1	1	2	1	1	1
ENSMUSG00000041293|Gpr110	3	19	0	2	8	2	1	1	19	4	7	11	6	7	8	6
ENSMUSG00000041297|Cdk13	2494	2416	2335	2273	2672	2172	2185	2211	2327	4057	3979	4117	4587	3800	4158	4016
ENSMUSG00000041298|Katnal1	717	635	596	611	661	542	530	572	620	2766	2740	2875	3132	2916	3256	3205
ENSMUSG00000041301|Cftr	704	1292	972	957	750	684	760	942	569	1582	1581	1655	1727	1580	1669	1732
ENSMUSG00000041303|Gtf3c3	716	718	652	653	793	613	636	621	694	831	885	880	1006	889	907	852
ENSMUSG00000041308|Sntb2	1528	1235	1260	1287	1655	1068	1302	1445	1567	1456	1484	1449	1611	1581	1676	1533
ENSMUSG00000041309|Nkx6-2	4	4	4	2	2	5	4	0	3	329	381	386	424	309	369	336
ENSMUSG00000041313|Slc7a1	678	638	439	498	690	795	558	933	630	458	487	544	540	590	552	545
ENSMUSG00000041319|Thoc6	177	241	161	191	209	189	232	205	233	167	144	141	156	155	142	142
ENSMUSG00000041323|Ak7	460	404	388	439	477	328	416	410	358	2387	2481	2427	2642	2598	2671	2556
ENSMUSG00000041324|Inhba	1840	3131	2848	2789	1130	1642	2655	3091	1077	9	2	5	4	4	0	0
ENSMUSG00000041328|Pcf11	1889	1868	1679	1618	1770	1568	1673	1649	2018	7371	7150	7743	8190	6778	7170	7074
ENSMUSG00000041329|Atp1b2	606	503	420	506	546	401	563	598	890	118	141	101	158	113	149	141
ENSMUSG00000041333|Mup4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041341|Atg2b	1623	1467	1309	1474	1698	1345	1444	1520	1550	3020	3011	3067	3243	3141	3437	3302
ENSMUSG00000041343|Ankrd42	334	301	262	286	364	275	236	305	304	11179	11278	11531	11866	11039	11298	11305
ENSMUSG00000041346|Wrap53	152	160	154	158	199	149	153	139	177	227	168	168	206	183	179	166
ENSMUSG00000041347|Bdkrb1	17	18	21	12	23	12	7	20	27	3	9	10	6	8	9	7
ENSMUSG00000041351|Rap1gap	234	295	238	246	203	233	262	147	211	128	210	178	174	171	190	202
ENSMUSG00000041353|Tmem29	340	360	289	404	366	317	330	350	370	284	270	298	285	259	305	263
ENSMUSG00000041354|Rgl2	693	691	639	631	834	625	756	681	844	559	555	547	532	502	595	535
ENSMUSG00000041355|Ssr2	1618	1783	1461	1582	1861	1663	1678	1790	1771	1493	1483	1560	1626	1401	1514	1471
ENSMUSG00000041358|BC125332	3	0	2	2	1	0	3	0	2	1677	1696	1672	1878	1423	1403	1456
ENSMUSG00000041359|Tcl1	216	135	204	207	179	112	147	219	172	7	6	5	3	7	13	19
ENSMUSG00000041360|D19Bwg1357e	1159	1130	1101	1096	1291	1154	1061	1221	1266	706	672	663	780	678	795	723
ENSMUSG00000041361|Myzap	181	145	133	116	117	168	108	105	184	165	165	184	195	159	167	166
ENSMUSG00000041362|4930506M07Rik	826	647	667	634	843	614	712	525	764	463	469	504	565	510	553	589
ENSMUSG00000041372|B4galnt3	66	75	75	88	30	84	60	32	116	302	348	318	313	351	407	368
ENSMUSG00000041375|Ccdc9	479	438	365	406	480	430	440	447	589	445	501	554	488	470	554	502
ENSMUSG00000041377|Ninj2	22	16	22	27	11	8	11	14	15	3	0	0	0	1	2	0
ENSMUSG00000041378|Cldn5	491	380	385	330	491	402	552	424	491	126	110	159	151	128	145	161
ENSMUSG00000041380|Htr2c	0	0	0	0	0	0	0	0	1	3	3	6	10	2	7	5
ENSMUSG00000041390|Mdfic	1883	1922	1964	2052	2126	1510	1802	2142	2239	61	40	41	50	41	38	52
ENSMUSG00000041396|Mettl18	80	59	76	73	100	85	74	72	89	109	101	106	120	86	93	90
ENSMUSG00000041399|1700013G24Rik	0	0	2	0	0	1	0	0	2	7489	7935	8110	8012	7253	6921	7150
ENSMUSG00000041406|BC055324	243	216	218	258	274	179	198	265	309	536	508	537	586	513	546	567
ENSMUSG00000041408|Wapal	5302	5613	5280	5502	5465	4450	5329	6057	4426	8142	7985	8283	9105	8479	9202	9092
ENSMUSG00000041415|Dicer1	2759	2369	2176	2328	2757	2060	2169	2563	2404	665	591	586	712	692	735	730
ENSMUSG00000041417|Pik3r1	5029	5855	5434	5982	4925	6467	5038	3487	4018	222	181	208	242	234	245	241
ENSMUSG00000041420|Meis3	136	122	100	110	162	169	143	83	195	39	46	38	47	32	38	37
ENSMUSG00000041423|Paqr6	72	45	47	47	79	39	60	46	67	48	47	68	50	49	56	61
ENSMUSG00000041426|Hibch	431	554	402	410	546	425	494	395	520	166	160	177	192	196	198	165
ENSMUSG00000041429|Nthl1	85	54	56	71	82	72	76	79	82	35	19	37	41	28	38	24
ENSMUSG00000041431|Ccnb1	512	433	575	484	680	399	419	571	551	1847	1870	1897	1924	1799	1872	1864
ENSMUSG00000041438|Cirh1a	685	583	605	621	699	576	575	631	576	940	946	944	1021	919	1021	1010
ENSMUSG00000041439|Mfsd6	814	908	749	763	772	762	724	696	706	258	248	319	263	272	303	241
ENSMUSG00000041440|Gk5	359	366	316	336	355	315	356	354	444	193	192	227	189	178	258	219
ENSMUSG00000041444|Arhgap32	2021	1900	1460	1564	2087	1600	1559	1512	1959	575	599	667	757	703	735	681
ENSMUSG00000041445|Mmrn2	489	429	355	349	480	394	502	365	544	61	53	64	52	38	51	61
ENSMUSG00000041449|Serpina3h	298	466	393	587	364	381	535	505	352	323	481	479	385	298	395	367
ENSMUSG00000041453|Rpl21	4778	5103	4605	4738	5413	4668	4681	4438	4707	2732	2652	2656	2813	2481	2602	2559
ENSMUSG00000041459|Tardbp	3837	3570	3135	3269	3797	3177	2907	3443	3535	2673	2704	2886	3019	2617	2788	2680
ENSMUSG00000041460|Cacna2d4	3	2	2	1	1	2	0	2	0	14	13	17	13	17	23	19
ENSMUSG00000041468|Gpr12	1	3	0	3	3	2	3	4	4	0	0	0	0	0	0	0
ENSMUSG00000041471|Fam35a	245	210	220	214	234	206	238	195	209	242	200	210	238	223	246	249
ENSMUSG00000041476|Smpx	110	90	124	120	175	124	153	170	346	531	503	525	502	433	510	494
ENSMUSG00000041477|Dcp1b	455	383	377	358	457	398	348	353	485	2610	2637	2831	2927	2706	2726	2690
ENSMUSG00000041479|Syt15	89	144	88	95	78	88	126	83	129	22	14	16	21	12	13	9
ENSMUSG00000041481|Serpina3g	298	469	394	587	363	377	536	514	350	321	481	479	379	295	395	366
ENSMUSG00000041482|Fam38b	820	890	784	923	824	2031	645	631	857	14	12	21	14	18	20	19
ENSMUSG00000041483|Zfp281	980	915	798	881	960	842	872	845	840	965	936	981	1055	927	1006	1039
ENSMUSG00000041488|Stx3	349	276	301	288	322	316	295	244	275	37	30	37	29	83	56	63
ENSMUSG00000041491|Cep78	287	251	294	299	325	248	351	336	327	467	450	480	505	521	523	450
ENSMUSG00000041498|Kif14	235	183	196	213	297	200	191	252	288	441	459	514	528	523	588	543
ENSMUSG00000041505|Gm3402	1	1	0	0	0	2	0	1	3	40	19	37	29	18	25	38
ENSMUSG00000041506|Rrp9	199	283	231	250	377	264	276	320	243	406	408	447	461	452	384	423
ENSMUSG00000041512|4930569F06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041515|Irf8	354	380	310	244	283	266	335	196	265	129	187	153	130	116	125	151
ENSMUSG00000041523|Upk2	0	0	0	1	0	0	0	0	0	6	2	8	4	7	8	9
ENSMUSG00000041528|Rnf123	903	756	602	728	871	751	697	619	701	1740	1811	1955	2057	1971	2028	1971
ENSMUSG00000041530|Eif2c1	1153	1078	968	1056	1185	927	995	1070	1353	221	218	242	244	194	227	231
ENSMUSG00000041534|Rbp3	0	1	0	0	0	1	0	1	2	8	5	2	5	3	1	1
ENSMUSG00000041536|Serpina3a	11	34	25	24	8	12	18	44	4	585	572	669	554	430	583	608
ENSMUSG00000041538|H2-Ob	91	79	83	80	106	73	67	100	114	6	1	3	2	0	0	5
ENSMUSG00000041540|Sox5	1164	1131	1033	1106	1123	829	1166	1334	1165	4321	4301	4517	4383	3788	4292	4156
ENSMUSG00000041544|Ptchd2	1	1	1	5	1	3	1	1	6	31	32	39	35	29	21	35
ENSMUSG00000041548|Hspb8	800	828	573	695	674	671	725	519	891	12	22	18	18	23	15	21
ENSMUSG00000041550|Serpina5	980	1431	1377	1603	1342	922	1754	2608	665	1956	1967	1909	1968	1572	1842	1894
ENSMUSG00000041552|Ptchd1	6	9	7	10	13	11	7	8	20	38	39	44	39	29	38	27
ENSMUSG00000041556|Fbxo2	4	11	14	15	4	7	9	9	4	401	408	408	349	427	411	344
ENSMUSG00000041559|Fmod	110	110	63	102	101	72	117	62	97	42	25	54	71	54	46	57
ENSMUSG00000041560|Gltscr2	1923	2000	1882	1778	2517	1676	1956	1909	2177	2290	2366	2264	2420	2465	2778	2535
ENSMUSG00000041565|L3mbtl4	11	1	6	4	9	6	0	13	11	238	248	277	322	265	282	296
ENSMUSG00000041566|Tssk1	2	2	8	4	6	1	3	0	7	8839	9227	9359	8836	8608	9147	8946
ENSMUSG00000041567|Serpina12	0	2	0	0	0	4	0	0	2	1	0	0	1	3	0	0
ENSMUSG00000041570|Camsap2	2323	2092	1943	1932	2338	1917	1961	1855	2192	3530	3623	3749	3919	3832	4209	4182
ENSMUSG00000041571|Sepw1	834	1097	746	801	941	863	1004	777	1120	2164	2284	2240	2336	2141	2177	2144
ENSMUSG00000041577|Prelp	510	462	375	442	471	366	444	377	684	100	120	121	156	129	115	108
ENSMUSG00000041578|Crx	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000041583|Obox6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000041592|Sdk2	63	100	51	43	27	76	42	33	50	343	344	375	392	461	411	406
ENSMUSG00000041594|Tmtc4	619	816	702	902	466	483	606	621	611	268	281	301	283	268	335	305
ENSMUSG00000041596|Vmn1r90	156	243	168	213	291	287	265	289	334	1071	1199	1186	1252	1227	1138	1033
ENSMUSG00000041598|Cdc42ep4	843	1007	787	773	833	838	919	796	855	1717	1948	1958	2123	1893	1998	1799
ENSMUSG00000041605|5730559C18Rik	61	121	41	53	48	74	44	41	65	577	576	597	629	627	678	645
ENSMUSG00000041607|Mbp	671	413	353	469	814	1090	286	233	354	42	41	76	63	66	74	99
ENSMUSG00000041608|Entpd3	206	110	83	73	211	82	78	62	94	4	4	5	4	1	2	5
ENSMUSG00000041609|Ccdc64	197	168	145	167	212	180	176	142	165	161	169	141	182	138	199	170
ENSMUSG00000041616|Nppa	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0
ENSMUSG00000041617|Ccdc74a	40	50	44	67	42	46	43	52	35	1176	1223	1288	1263	1238	1246	1170
ENSMUSG00000041620|Mmp1b	3	1	0	0	0	0	3	0	0	0	0	0	0	1	1	0
ENSMUSG00000041623|D11Wsu47e	302	282	200	239	331	247	239	297	292	7797	7926	8127	7979	7349	8046	7502
ENSMUSG00000041624|Gucy1a2	327	190	156	177	361	237	190	236	311	57	77	64	65	51	64	65
ENSMUSG00000041625|A2ld1	194	242	220	218	228	159	208	199	176	519	531	601	487	455	533	536
ENSMUSG00000041629|D11Wsu99e	388	387	287	314	423	323	320	294	416	3446	3842	3980	4343	3588	3537	3724
ENSMUSG00000041632|Mrps27	413	397	347	374	507	397	419	447	434	230	205	210	209	239	235	217
ENSMUSG00000041633|Kctd12b	546	528	474	496	577	410	494	482	686	13	15	21	19	20	19	19
ENSMUSG00000041638|Gcn1l1	2386	2059	1809	2204	2473	2023	2079	2254	2391	5623	5952	6356	6701	6805	6715	6755
ENSMUSG00000041642|Kif21b	180	128	104	156	128	127	109	104	136	1863	2068	2019	1925	2295	2456	2276
ENSMUSG00000041644|Slc5a12	2	0	2	0	4	0	1	5	5	1	0	2	0	1	0	1
ENSMUSG00000041645|Ddx24	1591	1681	1561	1542	1761	1483	1607	1497	1606	3900	3796	3863	4290	3944	3836	3990
ENSMUSG00000041649|Klf8	211	171	165	216	213	146	168	202	172	80	45	41	55	55	77	76
ENSMUSG00000041650|Pcca	640	724	565	621	669	550	800	679	784	703	714	807	850	729	763	738
ENSMUSG00000041653|Pnpla3	181	497	157	47	33	110	622	15	338	8	8	19	14	16	15	12
ENSMUSG00000041654|Slc39a11	323	413	320	368	445	352	437	303	411	297	314	273	320	276	304	265
ENSMUSG00000041658|Rragb	183	122	140	145	171	133	170	174	147	264	250	264	260	246	251	248
ENSMUSG00000041660|Bbox1	165	112	116	136	199	109	133	166	149	84	114	94	116	110	132	102
ENSMUSG00000041669|Prima1	9	14	5	7	5	5	10	7	8	13	8	9	8	14	11	9
ENSMUSG00000041670|Rims1	63	48	44	63	34	48	56	58	77	67	60	78	69	70	76	78
ENSMUSG00000041671|Pyroxd1	412	386	357	341	459	389	325	324	396	551	556	608	637	538	648	577
ENSMUSG00000041673|Lrrc18	87	52	77	69	83	49	59	72	82	16318	16701	17255	17099	15351	15417	15595
ENSMUSG00000041674|BC006965	0	2	1	0	0	3	1	2	7	11	11	9	14	6	11	10
ENSMUSG00000041679|Lrrc29	44	52	33	46	59	42	49	49	70	1448	1494	1499	1569	1453	1612	1486
ENSMUSG00000041681|Iapp	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000041684|Bivm	536	496	481	452	522	458	451	376	503	126	85	97	106	95	103	102
ENSMUSG00000041685|Fcho2	1406	1251	1079	1148	1205	968	1009	1128	1345	404	440	513	534	461	438	484
ENSMUSG00000041688|Amot	845	628	592	656	876	582	591	693	779	315	278	354	287	339	343	330
ENSMUSG00000041695|Kcnj2	144	146	107	93	159	177	156	168	129	15	9	18	17	10	14	13
ENSMUSG00000041696|Rasl12	107	126	81	95	115	100	95	102	116	75	111	123	114	101	161	126
ENSMUSG00000041697|Cox6a1	1642	2086	1683	1846	2119	1650	2052	1759	1970	1896	1973	1935	1997	1775	1924	1831
ENSMUSG00000041698|Slco1a1	2	1	0	2	2	3	2	0	1	3	0	0	2	1	0	3
ENSMUSG00000041700|Lhfpl1	12	15	5	14	6	5	7	7	11	0	1	0	2	0	0	1
ENSMUSG00000041702|Btbd7	1814	1584	1544	1645	1893	1499	1454	1607	1671	3009	3032	3313	3312	3025	3209	3079
ENSMUSG00000041703|Zic5	2	2	3	0	2	1	3	5	0	226	269	254	281	267	321	311
ENSMUSG00000041707|1810011H11Rik	21	34	22	13	21	16	37	6	16	3	0	0	0	0	1	0
ENSMUSG00000041708|Mpped1	11	10	11	14	9	5	4	20	10	85	87	98	152	124	115	144
ENSMUSG00000041710|Trpc5	29	66	43	71	21	36	53	57	59	6	1	2	7	3	14	2
ENSMUSG00000041712|Ubr7	868	888	789	832	1024	823	854	771	931	5656	5813	6084	5977	5656	6147	5946
ENSMUSG00000041716|AK010878	451	343	417	355	417	349	373	383	416	3758	3682	3706	3909	3714	3602	3608
ENSMUSG00000041717|Golt1a	17	25	17	11	17	22	14	11	19	2	3	1	1	2	3	0
ENSMUSG00000041718|Alg13	427	316	314	390	472	320	356	390	434	1077	1184	1138	1239	1039	1051	1124
ENSMUSG00000041720|Pi4ka	1828	1678	1423	1650	1899	1678	1641	1665	2078	4118	4229	4377	4732	4825	4795	4651
ENSMUSG00000041722|Khdc1c	62	29	38	61	51	30	39	63	63	0	0	0	0	1	0	0
ENSMUSG00000041729|Coro2b	70	78	61	62	63	82	85	49	106	31	25	29	32	44	47	57
ENSMUSG00000041730|Prrxl1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000041731|Pgm5	1419	1303	874	946	907	1073	781	561	1400	22	18	16	22	27	18	27
ENSMUSG00000041733|Coq5	378	420	349	342	430	324	360	341	382	653	664	655	611	669	699	656
ENSMUSG00000041734|Kirrel	537	549	418	449	545	540	480	473	662	89	79	113	101	93	118	97
ENSMUSG00000041735|Gm13178	0	0	0	0	0	2	0	0	0	1	0	5	4	3	0	0
ENSMUSG00000041736|Tspo	452	681	426	394	524	469	632	289	850	89	100	87	93	94	101	112
ENSMUSG00000041737|Tmem45b	73	377	65	55	46	119	71	23	254	166	165	150	153	173	150	153
ENSMUSG00000041740|Rnf10	1411	1488	1128	1227	1463	1280	1286	1331	1642	4918	5242	5380	5606	5014	5162	5090
ENSMUSG00000041741|Pde3a	471	360	337	347	365	404	385	305	441	25	18	16	16	18	19	15
ENSMUSG00000041747|Utp15	680	604	555	549	652	561	589	623	524	319	369	383	372	394	423	401
ENSMUSG00000041748|Ccrl1	87	87	56	62	59	55	69	79	41	20	10	12	16	11	16	22
ENSMUSG00000041750|Cd1d2	1	3	4	3	0	6	4	5	3	0	0	0	0	0	0	0
ENSMUSG00000041754|Trem3	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	3
ENSMUSG00000041757|Plekha6	462	737	366	407	375	446	405	296	630	3182	3479	3359	3303	3019	3091	2950
ENSMUSG00000041762|Gpr155	435	428	445	503	436	306	503	423	535	53	56	76	79	70	51	59
ENSMUSG00000041763|Tpp2	2320	2235	2065	2185	2453	1938	2198	2389	2336	9929	9755	10149	10845	10600	10778	10633
ENSMUSG00000041765|Ubac2	666	585	513	523	623	547	614	612	611	1999	2094	2040	2161	2086	2160	2038
ENSMUSG00000041769|Ppp2r2d	1026	927	858	906	1044	896	943	1015	920	4116	4106	4372	4531	4005	4229	4275
ENSMUSG00000041771|Slc24a4	87	79	98	69	68	41	84	101	57	8	5	10	3	1	8	3
ENSMUSG00000041773|Enc1	1246	932	865	1424	526	750	919	767	1306	321	358	376	418	416	407	418
ENSMUSG00000041774|Ydjc	68	43	46	56	99	68	41	53	51	745	798	782	777	633	711	630
ENSMUSG00000041775|Mapk1ip1	290	322	236	298	266	253	285	267	259	298	254	298	288	298	293	284
ENSMUSG00000041777|Cir1	229	220	190	227	262	231	230	222	339	1322	1436	1343	1569	1293	1369	1459
ENSMUSG00000041779|Tram2	408	411	381	341	452	365	407	460	404	246	243	236	281	245	241	262
ENSMUSG00000041781|Cpsf2	1447	1317	1143	1272	1568	1309	1182	1220	1308	1610	1499	1599	1594	1601	1668	1767
ENSMUSG00000041782|Lad1	114	349	90	74	46	141	54	33	143	3	8	4	5	6	4	2
ENSMUSG00000041789|2700046A07Rik	33	33	42	47	58	38	37	58	44	23	17	14	13	21	14	13
ENSMUSG00000041791|Capza3	0	0	1	0	0	2	1	0	2	6194	6339	6666	6382	5631	6247	6022
ENSMUSG00000041794|Myrip	69	174	107	96	58	96	101	81	77	20	21	24	24	16	27	23
ENSMUSG00000041797|Abca9	1096	1354	1105	1208	1161	823	1179	1152	1519	767	809	832	861	757	796	759
ENSMUSG00000041798|Gck	75	66	59	83	50	57	50	51	28	212	253	256	238	267	327	281
ENSMUSG00000041801|Phlda3	236	267	200	158	176	194	281	122	177	26	39	35	32	40	39	45
ENSMUSG00000041805|Pramel1	0	0	0	0	1	0	0	0	0	104	130	137	146	143	134	139
ENSMUSG00000041809|Efhc1	335	323	296	332	382	239	300	335	279	11531	11244	11777	12363	11557	12161	11969
ENSMUSG00000041815|Poldip3	2254	2114	2076	2231	2503	2086	2141	2210	2448	2773	2890	3003	3244	2845	2954	2954
ENSMUSG00000041817|Fam169a	309	385	406	366	321	288	456	537	250	1104	1229	1062	1322	1123	1179	1198
ENSMUSG00000041827|Oasl1	42	95	25	36	34	54	28	28	40	33	37	24	37	36	39	36
ENSMUSG00000041828|Abca8a	1001	1016	898	845	929	738	957	777	1523	120	104	139	137	101	103	98
ENSMUSG00000041831|Sytl3	44	43	25	40	65	29	36	21	54	47	45	46	44	51	46	42
ENSMUSG00000041836|Ptpre	454	346	358	311	452	409	417	404	474	275	231	248	324	241	274	276
ENSMUSG00000041837|Pdcd7	290	283	269	274	317	266	268	277	315	592	610	599	594	614	590	597
ENSMUSG00000041840|Haus1	226	200	208	200	255	182	214	199	252	2731	2613	2678	3029	2642	2803	2798
ENSMUSG00000041841|Rpl37	2312	2441	2233	2366	2902	2351	2370	2295	2479	1847	1856	1862	1912	1820	1892	1899
ENSMUSG00000041842|Fhdc1	612	710	773	933	701	499	888	1153	737	2193	2525	2485	2453	2659	2683	2516
ENSMUSG00000041845|Rhod	235	150	128	167	379	164	156	148	136	162	172	139	122	151	130	127
ENSMUSG00000041846|Smek1	1979	1899	1697	1737	2016	1644	1659	1833	1893	1881	1959	2052	2243	1832	1911	1955
ENSMUSG00000041849|Card6	150	151	102	150	151	94	122	138	185	179	190	220	238	171	209	195
ENSMUSG00000041852|Tcf20	4287	4307	3941	3978	4712	4040	4210	4316	4710	8105	8331	8736	9141	8703	9114	8696
ENSMUSG00000041857|Oosp1	150	78	148	145	123	77	113	131	120	2	0	1	1	0	0	0
ENSMUSG00000041859|Mcm3	644	600	625	688	860	637	595	711	874	548	532	522	565	499	583	587
ENSMUSG00000041870|Ankrd13a	1835	2347	1766	2002	1825	1618	2011	1802	1756	9355	9620	10114	10490	9748	10283	9634
ENSMUSG00000041872|Il17f	7	6	8	9	8	9	5	2	6	1	2	1	1	1	2	2
ENSMUSG00000041878|8430432A02Rik	10	8	8	8	15	9	11	8	12	10	3	3	3	4	1	3
ENSMUSG00000041879|Ipo9	2135	2133	1826	2033	2395	1859	2160	2151	2331	1570	1525	1586	1815	1616	1634	1642
ENSMUSG00000041881|Ndufa7	1146	1302	1113	1275	1326	1077	1215	1162	1192	2618	2766	2787	2808	2587	2809	2631
ENSMUSG00000041885|Olfr680-ps1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
ENSMUSG00000041886|Macc1	145	236	109	117	101	153	76	70	142	73	74	63	88	97	95	70
ENSMUSG00000041889|Shisa4	149	98	92	110	187	126	106	80	89	7	7	7	10	3	1	9
ENSMUSG00000041890|Git2	960	921	769	821	814	798	864	843	932	622	639	689	716	664	700	715
ENSMUSG00000041891|Lman1	2642	2539	2433	2734	2999	2640	2431	2488	2511	651	653	577	638	653	705	620
ENSMUSG00000041895|Wipi1	897	1178	934	953	1024	946	1054	1021	1272	734	858	822	823	907	958	987
ENSMUSG00000041907|Gpr45	5	1	0	1	0	0	0	0	0	1	4	2	0	1	3	1
ENSMUSG00000041911|Dlx1	0	2	2	0	6	5	0	1	1	7	6	10	14	15	17	10
ENSMUSG00000041912|Tdrkh	25	27	22	23	34	35	25	29	22	605	643	651	713	490	335	329
ENSMUSG00000041915|Ammecr1l	1120	1023	809	832	1049	923	877	830	936	3013	2955	3179	3421	3200	3290	3097
