geneID	Gho_TRT_Liver_male_1	Gho_TRT_Liver_male_2	Gho_TRT_Liver_male_3	Gho_TRT_Liver_male_4	Gho_TRT_Liver_male_5	Gho_TRT_Liver_male_6	Gho_CTR_Liver_male_1	Gho_CTR_Liver_male_2	Gho_CTR_Liver_male_3	Gho_CTR_Liver_male_4	Gho_CTR_Liver_male_5	Gho_CTR_Liver_male_6
ENSMUSG00000047807|9330154K18Rik	0	0	2	0	0	1	0	0	1	0	0	0
ENSMUSG00000047810|Ccdc88b	27	28	27	24	35	38	38	25	20	29	29	27
ENSMUSG00000047819|Tigd4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047821|Trim16	6	3	4	12	20	9	6	7	6	4	3	12
ENSMUSG00000047822|Gm6484	465	479	414	415	639	493	542	1496	221	514	535	189
ENSMUSG00000047824|Pygo2	247	249	236	222	240	294	288	243	282	238	270	251
ENSMUSG00000047828|A730018C14Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047832|Cdca4	76	52	55	58	75	83	114	101	89	95	69	79
ENSMUSG00000047841|BC051628	1	1	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000047842|Diras2	0	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000047843|Bri3	259	213	281	268	352	340	478	274	260	283	202	332
ENSMUSG00000047844|Bex4	1	1	2	0	0	5	7	4	1	1	7	2
ENSMUSG00000047854|Stx19	0	1	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000047861|Foxi1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047866|Lonp2	6576	7857	7192	7504	6739	6545	6483	5812	6249	6057	5489	7493
ENSMUSG00000047867|Gimap6	185	187	219	316	188	237	219	243	268	232	246	239
ENSMUSG00000047868|Olfr770	0	0	1	2	0	0	0	1	0	0	1	2
ENSMUSG00000047875|Gpr157	72	44	79	77	94	67	89	75	46	34	56	55
ENSMUSG00000047878|A4galt	2	4	0	1	6	9	2	1	1	1	7	6
ENSMUSG00000047879|Usp14	665	678	737	779	717	799	861	842	727	849	731	901
ENSMUSG00000047880|Cxcr5	5	8	2	9	7	3	4	0	1	1	3	3
ENSMUSG00000047881|Rell1	211	325	364	320	319	364	395	446	337	252	316	402
ENSMUSG00000047884|Klk9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047888|Tnrc6b	1000	1035	1259	1327	1503	1636	1219	1575	1017	952	1113	1297
ENSMUSG00000047889|Serpinb6d	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047894|Ang2	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000047897|Ripply2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047898|Ccr4	0	1	1	0	1	0	0	1	0	0	0	0
ENSMUSG00000047904|Sstr2	22	19	15	18	19	36	3	22	14	8	17	17
ENSMUSG00000047905|Gm8566	168	138	120	134	118	110	106	125	132	102	153	146
ENSMUSG00000047907|Tshz2	250	269	343	317	234	389	289	373	284	299	342	348
ENSMUSG00000047909|Ankrd16	275	293	299	286	287	302	337	303	226	227	209	263
ENSMUSG00000047910|Pcdhb16	7	9	14	16	17	16	12	16	12	16	9	13
ENSMUSG00000047911|Npm2	2	2	1	2	1	2	2	1	0	1	1	0
ENSMUSG00000047921|Trappc9	282	291	272	266	308	300	310	238	236	207	321	307
ENSMUSG00000047935|Gm5607	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000047938|4930483J18Rik	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000047940|Stpg2	0	1	3	0	0	2	0	1	1	3	1	0
ENSMUSG00000047945|Marcksl1	136	140	148	152	128	159	145	117	201	133	264	195
ENSMUSG00000047953|Gp5	7	0	1	4	5	4	5	11	3	2	4	3
ENSMUSG00000047959|Kcna3	2	2	1	2	3	4	6	1	3	4	1	3
ENSMUSG00000047960|Olfr186	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047963|Stbd1	1260	1330	1242	1614	1102	1358	1391	1026	1657	866	1432	1257
ENSMUSG00000047965|Rpl9-ps7	83	80	83	72	58	83	95	54	80	49	99	82
ENSMUSG00000047969|Olfr1093	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047976|Kcna1	0	0	0	0	2	2	0	1	0	0	0	0
ENSMUSG00000047977|Synb	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047980|9230110F15Rik	0	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000047986|Palm3	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000047988|4933428G20Rik	2	0	0	2	1	0	0	0	5	1	0	1
ENSMUSG00000047989|Ino80c	152	226	185	222	201	258	259	264	250	241	224	311
ENSMUSG00000047990|C2cd4a	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047992|Fam69c	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000047995|Cypt4	0	0	0	0	0	2	0	1	0	0	2	0
ENSMUSG00000047996|Prrg1	18	27	33	56	42	46	23	59	36	46	24	30
ENSMUSG00000048000|Gigyf2	964	1038	1107	1126	996	1160	1162	1224	1183	1135	1100	1228
ENSMUSG00000048001|Hes5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048003|Catsper4	0	0	0	0	0	5	0	0	0	0	0	0
ENSMUSG00000048004|Tmem196	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048007|Timm8a1	100	108	101	113	102	122	131	104	102	103	95	146
ENSMUSG00000048012|Zfp473	3	3	4	2	3	6	5	2	1	4	4	9
ENSMUSG00000048013|Krt35	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000048015|Neurod4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048022|Tmem229a	20	33	28	45	29	37	20	47	32	25	17	25
ENSMUSG00000048027|Rgmb	46	43	54	54	55	63	64	66	33	33	43	46
ENSMUSG00000048029|Eno4	0	0	0	2	0	0	0	0	0	1	3	0
ENSMUSG00000048031|Fcrl5	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000048038|4932418E24Rik	4	1	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000048039|Isg20l2	331	316	332	310	331	341	388	372	400	343	331	356
ENSMUSG00000048040|Arxes2	0	0	0	5	1	1	2	0	0	0	1	0
ENSMUSG00000048047|Zbtb33	204	209	257	283	246	303	219	258	197	187	155	174
ENSMUSG00000048058|Ldlrad3	98	155	122	117	131	181	152	156	99	99	193	131
ENSMUSG00000048062|Fpr-rs4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048065|Cyb5r2	0	0	0	1	0	0	0	2	3	2	0	0
ENSMUSG00000048067|Olfr1349	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048070|Pirt	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048076|Arf1	3027	2730	3140	2986	2670	2863	3270	2900	3049	3333	3415	3820
ENSMUSG00000048077|H1fnt	0	0	1	0	0	1	2	1	1	0	0	2
ENSMUSG00000048078|Tenm4	3	4	4	3	0	3	4	1	8	5	2	5
ENSMUSG00000048080|Olfr731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048087|Gm4737	3030	2700	2819	2929	3493	4263	4600	2888	2712	2419	4103	4097
ENSMUSG00000048096|Lmod1	13	5	13	6	14	5	8	5	13	18	22	14
ENSMUSG00000048100|Taf13	183	200	195	232	215	243	225	259	204	235	218	216
ENSMUSG00000048101|Olfr19	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048106|4632415L05Rik	39	57	33	45	57	66	58	38	53	46	44	57
ENSMUSG00000048107|Kctd12	233	209	202	316	214	355	271	229	250	204	233	227
ENSMUSG00000048108|Tmem72	0	0	0	0	2	1	0	0	0	0	0	1
ENSMUSG00000048109|Rbm15	441	397	470	450	563	660	546	523	448	444	535	502
ENSMUSG00000048118|Arid4a	604	693	761	792	652	736	666	802	834	684	731	877
ENSMUSG00000048120|Entpd1	163	193	142	205	220	178	228	119	163	217	167	212
ENSMUSG00000048126|Col6a3	197	252	232	207	216	317	287	191	262	215	243	250
ENSMUSG00000048138|Dmrt2	6	2	12	8	11	8	10	18	9	7	1	9
ENSMUSG00000048142|Nat8l	5	1	4	0	5	5	1	0	0	1	1	1
ENSMUSG00000048148|Nwd1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048149|Gm12663	45	34	51	55	50	42	46	41	52	96	47	54
ENSMUSG00000048153|Olfr49	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000048154|Mll2	469	500	556	451	485	645	454	487	332	310	430	456
ENSMUSG00000048155|H2bfm	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000048163|Selplg	36	32	37	34	32	44	41	32	37	53	35	30
ENSMUSG00000048164|Gm7204	51	49	61	57	44	41	54	43	46	43	51	70
ENSMUSG00000048170|Mcmbp	644	643	664	713	626	813	748	706	737	651	747	848
ENSMUSG00000048173|Olfr1324	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048174|Tmem81	37	28	34	35	25	50	24	44	19	24	45	22
ENSMUSG00000048175|Asb8	294	343	329	356	372	385	410	369	319	310	344	356
ENSMUSG00000048185|Gm7075	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048186|Bend7	241	239	238	211	231	226	270	267	208	197	211	224
ENSMUSG00000048188|Gm8181	65	65	52	47	60	57	64	65	79	66	52	55
ENSMUSG00000048191|Muc6	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000048197|Olfr1153	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048200|Efcab4a	46	40	49	38	29	51	61	40	42	32	45	46
ENSMUSG00000048206|Dnajb8	0	0	0	1	0	3	1	2	0	0	0	1
ENSMUSG00000048215|A630023P12Rik	0	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000048216|Gpr85	0	0	2	1	0	0	3	0	2	0	0	6
ENSMUSG00000048217|Nags	1329	1240	1218	1173	1550	1893	1573	1433	988	864	1530	1161
ENSMUSG00000048218|Amigo2	86	72	91	115	79	67	170	104	107	74	95	114
ENSMUSG00000048222|Mfap1b	92	106	74	114	112	152	110	108	129	132	125	105
ENSMUSG00000048226|Olfr1212	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048230|Fbxo43	1	2	3	0	0	1	1	0	0	1	0	0
ENSMUSG00000048231|H2-M10.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048232|Fbxo10	18	27	25	27	27	21	26	26	20	16	26	19
ENSMUSG00000048234|Rnf149	1925	1761	2000	2001	2155	2173	2031	2072	1736	1851	1718	1834
ENSMUSG00000048236|Ovch2	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000048240|Gng7	2	1	5	6	4	1	8	5	3	2	6	6
ENSMUSG00000048248|D630032N06Rik	0	0	0	1	2	0	5	0	4	0	2	1
ENSMUSG00000048249|A930001N09Rik	1175	903	924	1406	1641	1711	1628	1752	832	948	714	1138
ENSMUSG00000048251|Bcl11b	3	2	4	4	8	5	11	1	1	11	7	7
ENSMUSG00000048261|Gm4879	3	2	9	4	6	6	5	6	10	2	6	2
ENSMUSG00000048264|Dip2c	675	716	791	689	703	749	732	742	773	768	662	982
ENSMUSG00000048271|Rbm33	932	832	1063	1030	1185	1247	1138	1052	823	839	651	1178
ENSMUSG00000048277|Syngr2	974	954	952	1081	1132	1067	1041	887	874	764	1003	1015
ENSMUSG00000048279|Sacs	227	161	147	229	304	250	163	272	134	164	135	155
ENSMUSG00000048280|Zfp738	164	178	161	203	148	165	220	226	177	173	111	172
ENSMUSG00000048281|Dleu7	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000048284|Tas2r126	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000048285|Frmd6	97	103	108	144	103	168	118	134	135	85	147	139
ENSMUSG00000048292|Olfr1417	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048294|Krtap4-13	0	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000048299|Olfr148	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048304|Slitrk3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048307|Ankrd46	691	801	683	737	743	671	624	678	602	649	574	720
ENSMUSG00000048310|Pskh1	616	739	675	749	669	710	796	723	746	587	719	763
ENSMUSG00000048312|Gm4884	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048316|Gm9823	0	2	0	1	0	1	1	0	1	0	3	1
ENSMUSG00000048327|Ckap2l	1	3	3	4	6	3	5	0	4	2	5	5
ENSMUSG00000048329|Mfsd6l	0	0	5	0	0	1	0	1	1	1	0	0
ENSMUSG00000048330|Ric3	7	15	17	26	16	19	19	12	26	20	12	15
ENSMUSG00000048332|Lhfp	151	159	167	171	145	185	209	162	152	166	220	198
ENSMUSG00000048334|Gm8258	15	7	10	7	1	15	14	9	7	8	5	5
ENSMUSG00000048337|Ppyr1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048347|Pcdhb18	2	4	6	6	2	6	6	15	6	3	6	4
ENSMUSG00000048349|Pou4f1	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000048351|Selrc1	209	234	261	246	231	291	291	281	307	254	315	302
ENSMUSG00000048355|Arxes1	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000048356|Olfr1496	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048368|Omd	106	134	136	149	183	163	166	163	95	126	61	101
ENSMUSG00000048371|Pdp2	360	435	353	436	829	675	776	801	467	416	429	589
ENSMUSG00000048373|Fgfbp1	2	2	0	2	0	1	0	0	1	1	3	2
ENSMUSG00000048376|F2r	1019	1263	1143	1413	1018	649	938	981	959	1011	482	949
ENSMUSG00000048377|Foxi2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048378|Olfr1394	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000048379|Socs4	415	367	396	506	411	441	378	519	380	442	425	450
ENSMUSG00000048385|Scrt1	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000048387|Osr1	0	2	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000048388|Fam171b	34	40	56	46	22	52	58	41	45	49	56	56
ENSMUSG00000048391|Olfr843	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000048398|Gm5065	0	0	0	0	0	1	0	1	1	0	1	0
ENSMUSG00000048399|Tprg	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048400|Prss54	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000048402|Gli2	0	3	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000048406|B330016D10Rik	25	47	48	26	34	27	50	41	47	29	60	54
ENSMUSG00000048410|Zfp407	456	530	533	553	498	610	465	613	545	569	495	581
ENSMUSG00000048411|Gm597	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000048416|Mlf1	5	0	5	4	0	10	3	3	2	5	2	1
ENSMUSG00000048424|Ranbp3l	1	3	3	2	4	3	25	24	17	5	16	15
ENSMUSG00000048425|Olfr686	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000048429|1810026J23Rik	594	652	556	572	644	730	656	699	674	640	658	691
ENSMUSG00000048439|Nupl2	95	75	49	79	71	88	94	77	70	75	76	74
ENSMUSG00000048440|Cyp4f16	31	37	41	37	29	76	48	38	29	28	32	38
ENSMUSG00000048442|2210020M01Rik	0	4	1	2	0	0	1	5	1	1	4	2
ENSMUSG00000048445|Ccdc57	27	31	40	32	34	29	30	21	26	23	23	39
ENSMUSG00000048450|Msx1	0	2	1	0	2	3	4	4	3	1	0	0
ENSMUSG00000048455|Sprr1b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048456|Olfr1448	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048458|6530418L21Rik	10	2	4	2	5	4	2	4	1	3	4	1
ENSMUSG00000048469|Olfr564	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048473|Gm766	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000048478|4732415M23Rik	3	0	3	2	0	0	5	2	1	0	1	2
ENSMUSG00000048480|Cxcr1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000048481|Mypop	22	24	26	27	18	23	26	21	15	21	35	40
ENSMUSG00000048482|Bdnf	39	47	35	21	23	67	31	45	20	26	28	32
ENSMUSG00000048483|Zdhhc22	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048484|Gm7461	1	0	0	0	0	0	0	1	0	3	0	0
ENSMUSG00000048485|Zbtb8b	2	1	0	0	2	2	2	1	4	2	4	12
ENSMUSG00000048486|Fitm2	484	580	444	554	716	587	961	678	696	650	571	766
ENSMUSG00000048489|8430408G22Rik	1068	2208	3655	1816	2305	1556	2452	1487	2307	1213	1380	3495
ENSMUSG00000048490|Nrip1	380	455	419	514	449	647	625	675	607	400	630	519
ENSMUSG00000048495|Tyw5	169	198	171	148	153	172	118	153	152	159	139	169
ENSMUSG00000048497|Mmgt2	7	3	15	12	12	16	11	5	9	7	23	7
ENSMUSG00000048498|Cd300e	36	45	21	32	25	26	44	19	59	41	17	21
ENSMUSG00000048500|Defb15	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048501|Olfr938	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048502|Duxbl	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048503|Tmem136	0	2	5	4	0	3	2	9	3	6	3	5
ENSMUSG00000048516|Adam26a	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048520|Fbxl13	0	0	1	0	2	1	5	0	0	2	0	2
ENSMUSG00000048521|Cxcr6	6	6	9	5	24	21	22	12	5	18	25	10
ENSMUSG00000048528|Nkx1-2	0	0	1	0	0	0	0	2	0	0	0	0
ENSMUSG00000048534|Amica1	33	45	38	42	21	15	21	15	24	41	27	28
ENSMUSG00000048537|Phldb1	93	75	89	106	110	123	104	108	88	66	112	75
ENSMUSG00000048538|Gm9826	821	696	698	853	970	1162	1315	732	695	746	1167	1180
ENSMUSG00000048540|Nhlh2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048544|5930422O12Rik	0	0	1	1	0	0	6	2	0	2	1	0
ENSMUSG00000048546|Tob2	600	620	587	845	715	559	740	781	771	512	721	809
ENSMUSG00000048550|Thnsl1	39	72	57	71	66	92	89	72	58	65	76	79
ENSMUSG00000048559|4930555K19Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048562|Sp8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048572|Tmem252	1	1	1	0	0	0	2	1	0	3	1	0
ENSMUSG00000048573|Cypt3	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000048574|Gm5593	0	0	1	1	0	0	0	1	0	0	0	0
ENSMUSG00000048578|Mlec	1600	1518	1573	1521	1559	1500	1653	1839	1710	2113	2138	1932
ENSMUSG00000048581|E130311K13Rik	71	103	148	124	143	133	116	144	139	153	105	141
ENSMUSG00000048582|Gja3	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000048583|Igf2	4	0	2	5	1	8	3	1	7	2	9	3
ENSMUSG00000048592|Gm5946	1	1	1	2	0	0	0	1	1	6	0	0
ENSMUSG00000048600|Gm5763	4	1	6	4	8	2	10	8	10	10	4	5
ENSMUSG00000048602|Morc2b	0	0	0	0	1	0	1	1	0	0	0	0
ENSMUSG00000048603|Gm9828	13	11	13	19	20	14	20	13	15	6	16	24
ENSMUSG00000048612|Myof	111	115	91	141	119	106	111	68	114	111	102	122
ENSMUSG00000048616|Nog	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000048617|Rtbdn	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048620|Olfr1336	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048621|Gm6377	19	17	16	25	11	23	29	37	35	24	20	40
ENSMUSG00000048626|Klf17	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048628|4930542C16Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048636|A730049H05Rik	0	0	1	1	1	2	0	0	1	3	2	0
ENSMUSG00000048643|Krtap19-9a	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048644|Ctxn1	4	2	5	6	5	3	1	0	1	2	9	10
ENSMUSG00000048647|Exd1	38	35	48	53	26	40	36	49	52	71	72	56
ENSMUSG00000048652|Samd13	0	0	0	1	1	1	0	0	0	0	0	0
ENSMUSG00000048655|Ccdc169	1	5	12	11	10	17	1	4	3	3	3	4
ENSMUSG00000048661|Lemd3	236	220	352	246	270	332	358	379	291	304	319	322
ENSMUSG00000048665|A430010J10Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048668|Rhno1	45	44	46	59	54	59	54	56	42	48	49	47
ENSMUSG00000048677|Tpcn2	24	31	42	40	39	42	34	42	49	47	42	64
ENSMUSG00000048686|Hmgb4	0	0	0	0	0	2	2	0	0	0	2	0
ENSMUSG00000048693|Olfr435	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048696|Mex3d	44	38	30	40	52	44	46	56	39	32	53	36
ENSMUSG00000048697|Vmn1r26	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048699|4732456N10Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048701|Ccdc6	390	466	452	512	553	670	567	510	414	354	458	467
ENSMUSG00000048703|Speer4b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048706|Lurap1l	1266	1066	1186	1408	1239	1130	1363	1201	1378	1560	1185	1680
ENSMUSG00000048707|Tprn	63	59	50	58	52	56	56	46	48	32	61	64
ENSMUSG00000048709|Gm8666	15	10	9	4	9	10	8	7	10	6	15	9
ENSMUSG00000048720|Tbc1d12	253	298	257	301	271	295	273	332	280	287	237	304
ENSMUSG00000048721|Fndc9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048728|Zfp454	19	26	14	13	9	17	26	11	20	16	14	14
ENSMUSG00000048731|Ggnbp1	335	356	362	389	373	354	353	356	397	290	389	386
ENSMUSG00000048732|Klhl11	204	196	158	203	225	211	191	238	209	185	188	256
ENSMUSG00000048745|Olfr820	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048747|E130114P18Rik	4	1	0	0	2	0	1	3	1	5	1	2
ENSMUSG00000048752|Prss50	0	0	0	0	1	1	0	0	2	0	0	0
ENSMUSG00000048755|Mcat	326	409	417	363	370	370	382	317	376	343	411	429
ENSMUSG00000048756|Foxo3	1161	1242	1247	1527	1404	1380	1488	1122	1261	1162	1084	1679
ENSMUSG00000048758|Rpl29	1846	1607	1971	1896	1603	1837	1675	1392	1455	1306	1791	1701
ENSMUSG00000048763|Hoxb3	12	3	9	9	8	9	10	6	3	4	5	1
ENSMUSG00000048764|Tmprss11f	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048766|Skint10	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000048772|Tmem53	237	200	217	173	191	243	360	325	268	207	306	330
ENSMUSG00000048775|Serpinb13	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000048776|Pthlh	2	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000048779|P2ry6	24	13	12	32	42	19	27	23	14	28	24	20
ENSMUSG00000048782|Insc	422	494	585	485	358	542	293	272	455	492	830	534
ENSMUSG00000048787|Dcun1d3	234	243	290	244	231	210	280	297	240	263	195	276
ENSMUSG00000048790|E030011O05Rik	5	2	9	10	5	11	10	10	13	7	2	10
ENSMUSG00000048794|Ccdc37	9	3	4	3	4	11	5	1	1	5	1	0
ENSMUSG00000048796|Cyb561d1	74	91	90	131	137	99	133	104	89	74	92	94
ENSMUSG00000048799|Cep120	335	369	357	418	371	432	352	402	393	414	342	453
ENSMUSG00000048806|Ifnb1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048807|Slc35e4	4	10	8	10	7	12	7	9	8	4	4	8
ENSMUSG00000048810|Olfr202	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048814|Lonrf2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048824|Gm568	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048826|Dact2	119	92	134	105	208	253	241	203	121	88	189	105
ENSMUSG00000048827|Pkd1l3	1	4	0	1	6	0	7	4	3	0	5	5
ENSMUSG00000048830|2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048832|Vps37c	122	163	107	120	113	158	198	159	169	196	166	181
ENSMUSG00000048833|Slc39a9	802	789	874	923	854	974	863	904	771	757	800	880
ENSMUSG00000048834|Vstm2a	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000048852|Gm12185	405	392	428	409	427	485	654	372	485	526	554	555
ENSMUSG00000048856|Slc25a47	4601	4082	4683	4743	7943	4816	11010	8492	7890	6525	2749	8630
ENSMUSG00000048865|Arhgap30	86	93	96	103	107	146	103	82	109	107	141	110
ENSMUSG00000048874|Phf3	1672	1740	1651	1898	1968	1981	1833	2131	1757	1707	1545	2024
ENSMUSG00000048875|Hdhd1a	0	0	0	0	1	0	0	0	0	0	3	0
ENSMUSG00000048878|Hexim1	654	690	745	663	651	656	643	702	695	599	826	980
ENSMUSG00000048895|Cdk5r1	13	7	3	18	10	18	14	8	10	15	21	12
ENSMUSG00000048897|Zfp710	180	200	195	192	198	221	170	166	177	119	241	182
ENSMUSG00000048899|Rimkla	0	0	0	0	0	0	0	3	0	0	0	0
ENSMUSG00000048904|Neurog1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048905|4930539E08Rik	6	3	6	3	1	5	4	13	3	5	0	6
ENSMUSG00000048910|2810453I06Rik	182	159	174	128	184	167	134	132	161	170	226	167
ENSMUSG00000048911|Rnf24	117	129	101	84	155	115	150	124	127	91	130	109
ENSMUSG00000048915|Efna5	48	77	70	118	60	109	84	58	63	42	65	56
ENSMUSG00000048916|Gm5540	148	165	150	136	141	149	194	127	109	106	101	121
ENSMUSG00000048919|Olfr223	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000048920|Fkrp	241	261	218	230	276	178	262	205	241	227	259	246
ENSMUSG00000048921|Zfp689	26	30	20	36	33	24	30	27	38	23	40	37
ENSMUSG00000048922|Cdca2	9	6	5	5	5	11	14	8	5	12	9	6
ENSMUSG00000048924|Ccdc125	134	145	141	151	146	157	119	183	143	136	112	133
ENSMUSG00000048930|Tada3	139	148	165	127	151	178	141	166	133	134	225	188
ENSMUSG00000048933|Olfr722	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048938|Nr1h5	28	59	59	68	33	53	61	33	28	35	25	48
ENSMUSG00000048939|Atp13a5	1	2	1	3	3	0	0	0	0	0	0	0
ENSMUSG00000048949|Gm6206	283	319	267	315	252	379	294	250	281	242	290	332
ENSMUSG00000048960|Prex2	383	422	391	524	397	444	463	605	503	517	514	507
ENSMUSG00000048962|Rassf10	0	1	0	0	1	2	1	0	2	1	1	0
ENSMUSG00000048965|Mrgpre	11	27	15	9	30	22	12	8	4	3	8	11
ENSMUSG00000048967|Yjefn3	2106	1975	2167	2050	2253	2231	2315	1933	2151	2083	2462	2386
ENSMUSG00000048970|C1galt1c1	390	421	365	421	380	412	423	411	405	418	414	425
ENSMUSG00000048978|Nrsn1	0	0	0	0	0	0	0	0	0	0	0	0
