"","Gene_name","Sample_CTR1_liver_ZT02","Sample_CTR1_liver_ZT06","Sample_CTR1_liver_ZT10","Sample_CTR1_liver_ZT14","Sample_CTR1_liver_ZT18","Sample_CTR1_liver_ZT22","Sample_CTR2_liver_ZT02","Sample_CTR2_liver_ZT06","Sample_CTR2_liver_ZT10","Sample_CTR2_liver_ZT14","Sample_CTR2_liver_ZT18","Sample_CTR2_liver_ZT22"
"11773","ENSMUSG00000039994|Timeless",88,112,75,79,154,154,96,150,166,117,142,95
"11774","ENSMUSG00000039997|Ifi203",482,371,282,334,295,413,284,453,573,267,334,293
"11775","ENSMUSG00000040003|Magi2",10,11,7,9,8,9,8,4,19,2,7,8
"11776","ENSMUSG00000040006|Ginm1",1742,1450,1369,1702,1259,1629,1396,1341,2881,1529,1412,1501
"11777","ENSMUSG00000040007|Bahd1",614,619,552,550,613,427,512,543,1086,535,692,413
"11779","ENSMUSG00000040010|Slc7a5",146,180,154,145,140,206,180,189,348,185,203,144
"11781","ENSMUSG00000040016|Ptger3",12,4,6,6,8,5,4,3,6,6,5,4
"11782","ENSMUSG00000040017|Saa4",7182,5919,5369,9571,6388,13777,3885,5479,10156,9285,7721,13795
"11783","ENSMUSG00000040018|Cox15",1359,1150,1066,1215,1232,1212,1162,1220,1827,1109,1256,957
"11784","ENSMUSG00000040021|Lats1",2155,2056,2234,2262,1802,2141,2147,2129,4439,1959,1751,1771
"11785","ENSMUSG00000040022|Rab11fip2",395,432,530,678,412,490,395,518,1165,489,310,356
"11786","ENSMUSG00000040025|Ythdf2",1558,1323,1334,1611,1475,1602,1848,1457,2894,1366,1630,1346
"11787","ENSMUSG00000040026|Saa3",143,343,123,139,142,3437,62,2403,253,124,257,3004
"11788","ENSMUSG00000040028|Elavl1",1622,1143,1412,1305,1265,1370,1648,1516,2670,1309,1344,1202
"11789","ENSMUSG00000040029|Ipo8",3857,3474,3832,3923,3656,3866,3811,3854,7217,3450,3471,3103
"11790","ENSMUSG00000040033|Stat2",2262,1396,1016,1818,1986,2095,1795,1484,2497,1775,2244,1558
"11791","ENSMUSG00000040034|Nup43",165,111,107,101,85,119,128,107,221,123,106,116
"11792","ENSMUSG00000040035|Disp2",137,180,192,174,105,222,159,177,338,145,125,166
"11794","ENSMUSG00000040040|Ift88",278,247,283,283,235,303,236,318,441,257,232,214
"11795","ENSMUSG00000040043|Rbms2",358,336,315,345,355,367,307,400,604,323,332,314
"11796","ENSMUSG00000040044|Orc3",1110,915,805,884,837,1160,1019,992,1577,786,830,800
"11798","ENSMUSG00000040048|Ndufb10",3860,2860,2563,3305,3265,2614,3264,3526,5594,2924,3314,2257
"11799","ENSMUSG00000040054|Baz2a",1381,1239,1298,1246,1328,1279,988,1373,2243,1136,1480,1127
"11801","ENSMUSG00000040061|Plcb2",70,121,77,95,69,121,67,149,131,85,99,109
"11803","ENSMUSG00000040078|Gm9769",659,569,554,614,606,612,607,661,1237,537,613,462
"11804","ENSMUSG00000040084|Bub1b",35,42,38,50,37,94,53,66,98,44,23,52
"11806","ENSMUSG00000040093|Bmf",323,837,1005,457,554,604,146,659,1793,375,559,603
"11807","ENSMUSG00000040097|Flywch1",744,480,369,493,703,528,478,567,678,469,713,455
"11808","ENSMUSG00000040102|Klhdc5",1381,833,833,1256,1187,1048,1395,924,1725,1125,1289,699
"11809","ENSMUSG00000040105|Ppapdc2",477,607,496,412,448,560,503,726,875,377,501,448
"11810","ENSMUSG00000040111|Gramd1b",83,101,99,98,115,102,88,110,210,110,77,88
"11811","ENSMUSG00000040112|Mrps35",861,788,779,858,680,754,843,913,1498,745,772,633
"11813","ENSMUSG00000040118|Cacna2d1",80,45,81,96,75,88,79,81,229,67,50,78
"11815","ENSMUSG00000040123|Zmym5",954,1176,1410,1429,1047,1120,863,1137,2735,1057,948,945
"11816","ENSMUSG00000040124|Gorab",125,125,116,145,123,151,151,156,258,131,126,125
"11818","ENSMUSG00000040127|Sdr9c7",3239,3043,1993,1966,3225,2659,2553,2171,3317,1697,2902,2298
"11819","ENSMUSG00000040128|Pnrc1",2609,2772,1784,1709,3402,3410,2395,3044,2570,1422,2922,2626
"11822","ENSMUSG00000040134|Rdh7",33648,34991,32049,37426,33279,31489,33154,38380,70073,29778,31929,26864
"11825","ENSMUSG00000040139|9430038I01Rik",156,266,245,250,167,267,148,391,425,143,160,236
"11827","ENSMUSG00000040146|Rgl3",952,727,542,727,805,649,611,695,1056,651,957,569
"11828","ENSMUSG00000040147|Maob",5676,5218,6159,6737,5788,5373,5799,8782,12560,5606,6111,3979
"11830","ENSMUSG00000040151|Hs2st1",705,688,694,746,673,782,657,750,1220,670,722,646
"11831","ENSMUSG00000040152|Thbs1",121,63,63,68,52,95,107,130,96,60,43,59
"11833","ENSMUSG00000040158|Tax1bp3",217,160,208,288,221,129,179,146,543,226,238,162
"11837","ENSMUSG00000040167|Ikzf5",364,332,412,546,341,365,443,353,811,422,335,363
"11838","ENSMUSG00000040170|Fmo2",500,341,769,1559,644,540,410,547,1137,905,692,482
"11839","ENSMUSG00000040174|Alkbh3",556,574,462,535,368,563,486,701,891,467,362,464
"11840","ENSMUSG00000040177|2310057M21Rik",67,56,78,118,52,68,89,65,149,101,84,79
"11841","ENSMUSG00000040181|Fmo1",4358,4099,5244,7609,6116,4276,5185,7389,9897,5725,6353,3321
"11842","ENSMUSG00000040183|Ankrd6",24,14,22,18,18,11,22,13,38,21,26,18
"11843","ENSMUSG00000040187|Arntl2",41,39,34,23,24,44,22,22,21,31,36,21
"11844","ENSMUSG00000040188|Scamp2",725,710,598,644,614,671,682,796,1170,525,582,605
"11845","ENSMUSG00000040189|Ccdc114",19,7,4,9,6,9,7,4,7,3,11,8
"11846","ENSMUSG00000040195|Tmem194",281,358,268,259,233,343,233,380,467,167,221,239
"11848","ENSMUSG00000040204|2810417H13Rik",15,9,13,14,21,69,25,12,12,20,12,16
"11849","ENSMUSG00000040205|Cuzd1",4,2,2,11,47,2,0,0,0,0,0,0
"11850","ENSMUSG00000040209|Zfp704",529,622,545,612,565,595,442,705,1016,514,589,424
"11851","ENSMUSG00000040212|Emp3",61,72,44,54,67,97,61,77,110,66,54,62
"11852","ENSMUSG00000040213|Ccbl2",7811,6522,5203,7104,10539,4719,6180,7782,14756,5131,9455,2807
"11854","ENSMUSG00000040219|Ttc12",13,16,18,9,12,15,25,18,22,17,7,4
"11855","ENSMUSG00000040220|Gas8",86,81,66,74,61,81,81,107,158,82,90,81
"11856","ENSMUSG00000040225|Prrc2c",2168,1749,1929,2102,1981,1871,1918,1945,3433,2143,1898,1415
"11859","ENSMUSG00000040234|Tm7sf3",2906,3441,3207,3099,2818,3683,2951,4498,5557,2752,2836,2976
"11860","ENSMUSG00000040236|Trappc5",745,575,480,679,687,570,630,725,1176,673,715,531
"11861","ENSMUSG00000040242|Fgfr1op2",1653,1603,1605,1867,1435,1729,1612,1902,3411,1533,1395,1418
"11862","ENSMUSG00000040247|Tbc1d10c",19,25,24,32,11,30,16,31,56,17,23,19
"11863","ENSMUSG00000040249|Lrp1",61823,57454,48427,45879,46609,60702,40222,55105,69711,40838,50799,43795
"11864","ENSMUSG00000040250|Spata30",930,759,832,872,804,740,826,797,1703,738,776,593
"11865","ENSMUSG00000040253|Gbp7",898,840,976,1137,538,1050,777,1323,1541,891,736,739
"11866","ENSMUSG00000040254|Sema3d",175,198,214,192,139,208,189,239,432,167,130,148
"11868","ENSMUSG00000040260|Daam2",143,127,110,113,116,165,147,133,186,108,103,113
"11869","ENSMUSG00000040263|Klhdc4",676,602,438,433,538,692,638,694,753,474,581,540
"11870","ENSMUSG00000040264|Gbp5",69,65,44,74,64,68,42,97,120,49,65,61
"11871","ENSMUSG00000040265|Dnm3",18,25,21,23,29,34,14,25,30,23,24,23
"11872","ENSMUSG00000040268|Plekha1",763,522,487,730,775,579,764,587,1056,673,688,572
"11873","ENSMUSG00000040269|Mrps28",599,517,392,541,549,487,480,568,1195,517,499,424
"11874","ENSMUSG00000040270|Bach2",424,377,214,182,223,273,202,444,499,222,176,241
"11875","ENSMUSG00000040272|Accs",155,158,92,97,69,140,92,282,119,79,54,117
"11876","ENSMUSG00000040274|Cdk6",537,604,741,749,509,557,710,606,1300,576,509,434
"11878","ENSMUSG00000040280|Ndufa4l2",40,50,42,32,36,63,33,72,63,24,39,29
"11879","ENSMUSG00000040282|BC052040",70,71,50,48,52,87,59,89,76,39,37,53
"11880","ENSMUSG00000040283|Btnl9",454,396,317,437,547,479,436,488,666,349,594,350
"11882","ENSMUSG00000040287|Stac3",32,9,7,21,18,12,6,7,15,7,27,15
"11883","ENSMUSG00000040289|Hey1",17,22,19,26,25,27,29,27,51,26,21,19
"11884","ENSMUSG00000040296|Ddx58",1731,1673,1092,1069,810,1891,1385,1794,2061,1009,881,1384
"11885","ENSMUSG00000040297|Suco",1662,844,1010,1263,1091,995,1208,1017,2172,1167,992,827
"11887","ENSMUSG00000040302|Rbm48",216,203,179,247,181,174,234,175,446,217,190,165
"11889","ENSMUSG00000040312|Cchcr1",93,114,66,52,94,107,59,128,84,59,101,91
"11891","ENSMUSG00000040321|Zfp770",380,292,286,318,351,368,408,393,554,303,362,252
"11892","ENSMUSG00000040322|Slc25a24",108,84,109,116,67,130,106,101,209,71,64,101
"11893","ENSMUSG00000040323|Gm15429",94,101,91,104,81,83,68,111,156,105,85,82
"11894","ENSMUSG00000040325|Vprbp",1756,1577,1937,2119,1638,1650,1910,1718,3895,1854,1453,1517
"11895","ENSMUSG00000040327|Cul9",339,307,316,314,193,341,285,416,507,283,244,287
"11896","ENSMUSG00000040328|Olfr56",973,1572,477,673,649,1341,861,1535,863,471,887,1364
"11897","ENSMUSG00000040329|Il7",8,6,6,9,10,28,6,22,10,10,7,4
"11898","ENSMUSG00000040331|Nsmce4a",1129,1200,1331,1406,1079,1122,1136,1307,2836,1273,1197,1021
"11899","ENSMUSG00000040339|Fam102b",187,164,211,249,233,195,240,203,428,235,204,182
"11901","ENSMUSG00000040345|Arhgap9",63,99,54,78,62,109,69,114,137,68,84,99
"11902","ENSMUSG00000040350|Trim7",940,622,516,874,750,535,765,712,891,949,836,423
"11903","ENSMUSG00000040351|Ankib1",2239,1925,2014,2363,1942,1873,1821,2054,4472,2096,2000,1684
"11904","ENSMUSG00000040354|Mars",2102,2505,2151,2484,2614,2305,2603,2723,5893,2606,2681,2091
"11905","ENSMUSG00000040356|Skiv2l",3061,3097,2336,2835,2988,2841,2599,2959,4312,2406,3078,2432
"11906","ENSMUSG00000040359|Ufl1",2172,1364,1212,1754,1446,1341,1915,1668,3422,2190,1470,1229
"11907","ENSMUSG00000040363|Bcor",671,668,492,653,737,631,579,729,884,551,877,491
"11909","ENSMUSG00000040365|Trim41",1243,989,1128,1352,1388,973,1028,1125,2110,1059,1497,885
"11910","ENSMUSG00000040367|Lrrd1",9,9,4,7,20,4,12,10,5,13,2,4
"11911","ENSMUSG00000040370|Lyrm5",1508,1437,1424,1746,1303,1776,1418,2072,2323,1264,1274,1162
"11914","ENSMUSG00000040374|Pex2",2307,1652,1297,1724,1662,1931,1914,2117,2835,1604,1670,1503
"11915","ENSMUSG00000040380|Cbln3",15,38,18,10,23,30,14,40,21,17,9,19
"11916","ENSMUSG00000040383|Aqr",1342,1146,1069,1179,1037,1141,1197,1196,2004,1188,1095,979
"11917","ENSMUSG00000040385|Ppp1ca",4935,4427,3503,4008,3853,4324,4915,6178,7716,3573,3962,3844
"11918","ENSMUSG00000040387|Klhl32",7,2,3,5,1,2,0,1,13,2,3,6
"11919","ENSMUSG00000040389|Wdr47",129,84,86,117,136,103,113,97,162,138,107,83
"11920","ENSMUSG00000040390|Map3k10",525,438,366,517,521,415,500,428,982,465,590,469
"11921","ENSMUSG00000040396|Abhd13",1439,1320,1563,1935,1239,1539,1521,1375,3403,1469,1276,1350
"11924","ENSMUSG00000040407|Akap9",3616,3292,4223,4051,2997,3858,3411,3831,7924,3450,2928,3117
"11925","ENSMUSG00000040410|Fbxl4",647,728,747,822,550,688,661,926,1432,640,639,620
"11926","ENSMUSG00000040412|5330417C22Rik",26,24,36,36,35,45,45,35,61,42,40,21
"11927","ENSMUSG00000040413|Timd2",2786,2412,2100,2509,2341,2466,2363,3248,4562,2285,2424,1929
"11928","ENSMUSG00000040414|Slc25a28",637,609,613,829,607,556,633,681,1279,683,696,595
"11929","ENSMUSG00000040415|Dtx3",139,165,90,91,119,145,111,161,168,84,138,142
"11930","ENSMUSG00000040420|Cdh18",33,28,39,32,17,40,33,48,47,24,24,28
"11931","ENSMUSG00000040423|Rc3h1",2193,2094,3042,2851,1840,2226,2169,2522,5769,2200,1733,1906
"11933","ENSMUSG00000040428|Plekha4",34,13,21,24,18,26,14,29,24,15,18,17
"11934","ENSMUSG00000040429|Mterf",65,72,49,58,61,53,65,70,84,39,59,41
"11935","ENSMUSG00000040430|Pitpnc1",1277,1088,1273,1171,899,1102,1094,1362,2636,1286,1158,911
"11936","ENSMUSG00000040432|Ltb4r2",39,60,35,45,45,29,41,39,73,50,41,44
"11937","ENSMUSG00000040433|Zbtb38",1749,1433,1611,1770,1875,1735,1756,1618,3516,1620,1981,1492
"11938","ENSMUSG00000040434|Gyltl1b",18,21,10,22,15,16,6,11,19,11,17,21
"11939","ENSMUSG00000040435|Ppp1r15a",304,367,381,372,306,333,421,455,898,356,385,310
"11940","ENSMUSG00000040441|Slc26a10",165,125,109,170,155,75,128,172,316,186,129,61
"11941","ENSMUSG00000040446|Rprd1a",699,523,412,640,679,520,389,501,787,592,826,508
"11942","ENSMUSG00000040447|Spns2",1379,1137,639,577,843,1168,912,1588,983,677,1115,849
"11943","ENSMUSG00000040451|Sgms1",599,647,789,850,500,663,542,689,1537,711,500,511
"11945","ENSMUSG00000040455|Usp45",1181,1138,1379,1449,1175,1365,1267,1173,3046,1222,1067,1139
"11947","ENSMUSG00000040459|Arglu1",1078,826,823,1064,1040,992,996,994,1914,966,967,849
"11948","ENSMUSG00000040462|Os9",11015,11131,8933,9716,10323,10290,9095,11137,16985,8817,10499,9249
"11949","ENSMUSG00000040463|Mybbp1a",1911,1447,1487,1625,1824,1725,2138,2035,3367,2148,1963,1422
"11950","ENSMUSG00000040464|Gtpbp10",600,666,699,813,589,733,647,728,1549,578,624,579
"11951","ENSMUSG00000040466|Blvrb",2371,2555,2606,3449,3332,2320,2525,2856,6458,2586,3166,2118
"11953","ENSMUSG00000040471|Ggt6",976,1027,648,626,1057,1147,665,1209,995,596,1265,994
"11954","ENSMUSG00000040472|Rabggta",1117,1122,1029,1164,1242,1205,1087,1211,2270,1053,1398,1142
"11955","ENSMUSG00000040473|A330021E22Rik",6,7,7,15,4,11,6,31,10,12,8,8
"11957","ENSMUSG00000040479|Dgkz",1613,1662,1412,1737,1710,1470,1510,1628,2817,1468,1971,1281
"11958","ENSMUSG00000040481|Bptf",1945,1929,1852,1864,1750,1985,1780,2154,3209,1665,1697,1589
"11959","ENSMUSG00000040482|Dom3z",632,630,423,679,752,575,555,542,1152,712,711,512
"11960","ENSMUSG00000040483|Xaf1",222,235,85,139,78,277,117,247,158,102,92,217
"11962","ENSMUSG00000040488|Ltbp4",2217,1886,1504,1733,1824,1523,1672,1662,2864,1592,2108,1212
"11966","ENSMUSG00000040498|Igsf23",47,34,32,24,41,27,13,48,49,24,12,23
"11967","ENSMUSG00000040502|March9",22,29,22,18,50,32,21,23,41,24,33,17
"11968","ENSMUSG00000040505|Abcg5",1790,2080,4037,4113,1352,1934,2029,2319,8827,3084,1761,1710
"11969","ENSMUSG00000040506|Ambra1",1535,1325,967,1062,1448,1027,1155,1205,1836,996,1538,982
"11970","ENSMUSG00000040511|Pvr",243,262,224,256,215,207,218,297,480,214,160,182
"11972","ENSMUSG00000040520|Manea",802,1110,1270,1345,862,1304,988,1320,2238,951,846,961
"11973","ENSMUSG00000040521|Tsfm",520,509,415,470,488,531,465,514,808,500,500,453
"11974","ENSMUSG00000040522|Tlr8",99,84,71,118,63,154,68,140,125,83,87,103
"11975","ENSMUSG00000040524|Zfp609",586,526,531,495,459,483,462,521,1011,384,472,428
"11976","ENSMUSG00000040525|Cblc",572,699,677,631,646,544,558,677,1294,524,622,526
"11977","ENSMUSG00000040528|Gm885",16,18,21,38,21,25,14,19,37,16,13,16
"11978","ENSMUSG00000040532|Abhd11",988,984,833,1076,954,1012,1001,1121,1942,887,1062,938
"11980","ENSMUSG00000040536|Necab1",2078,2312,2351,1765,1571,2578,1978,2641,3715,1452,1496,1999
"11981","ENSMUSG00000040537|Adam22",12,20,22,27,14,20,30,21,32,22,12,20
"11982","ENSMUSG00000040540|Gm9770",14,28,28,17,21,9,11,29,34,29,17,15
"11984","ENSMUSG00000040543|Pitpnm3",11,5,7,5,3,4,7,3,6,8,5,4
"11985","ENSMUSG00000040548|Tex2",9107,9154,7875,7954,8545,9077,9286,11464,15578,7387,8448,7591
"11986","ENSMUSG00000040549|Ckap5",1290,1023,872,857,949,1231,1125,1374,1647,834,1004,1009
"11987","ENSMUSG00000040550|Otud6b",1609,1239,1545,1997,1765,1595,1647,1524,3609,1791,1610,1354
"11988","ENSMUSG00000040552|C3ar1",129,143,114,116,151,174,122,189,210,143,132,139
"11990","ENSMUSG00000040557|Wbscr27",263,597,363,259,244,477,383,796,629,196,217,377
"11991","ENSMUSG00000040560|Wdr7",2304,2169,2067,2167,2093,2326,1902,2152,4570,1901,2081,1959
"11992","ENSMUSG00000040562|Gstm2",1939,1409,1068,1313,1236,1397,2038,2211,3080,1253,1309,936
"11993","ENSMUSG00000040563|BC018242",224,150,114,94,106,183,116,197,112,88,135,138
"11994","ENSMUSG00000040564|Apoc1",91158,87508,77032,103094,92394,81213,84581,101689,183372,85040,97596,70517
"11995","ENSMUSG00000040565|Btaf1",2483,2037,2502,2506,2126,2246,2742,1990,4605,2487,2403,2159
"11997","ENSMUSG00000040570|Rundc3b",24,16,31,27,27,5,14,8,92,28,26,7
"11999","ENSMUSG00000040583|Cyp2b13",26,20,25,17,25,19,28,18,32,20,28,21
"12000","ENSMUSG00000040584|Abcb1a",168,138,333,301,176,150,160,172,637,248,151,82
"12001","ENSMUSG00000040586|Ofd1",229,189,179,189,136,220,200,254,369,193,153,191
"12002","ENSMUSG00000040591|1110051M20Rik",75,64,59,53,42,75,46,95,65,46,34,41
"12003","ENSMUSG00000040592|Cd79b",20,58,49,18,34,39,36,72,91,25,22,46
"12004","ENSMUSG00000040594|Ranbp17",32,51,28,40,41,53,26,53,50,34,39,31
"12005","ENSMUSG00000040596|Pogk",420,435,649,615,643,374,417,357,1599,430,684,365
"12006","ENSMUSG00000040599|Mis12",1162,539,750,1095,858,598,1140,683,1993,1066,831,496
"12007","ENSMUSG00000040600|Eps8l3",15,22,24,23,18,12,8,6,17,4,7,11
"12008","ENSMUSG00000040601|Nlrp4a",9,11,23,32,20,5,8,20,53,20,18,4
"12009","ENSMUSG00000040605|Bace2",264,305,230,241,260,302,303,389,558,223,262,217
"12010","ENSMUSG00000040606|Kazn",69,58,49,33,43,53,49,61,116,44,41,28
"12012","ENSMUSG00000040612|Ildr2",1154,1181,1774,1699,1347,2467,1211,1994,2877,1637,1813,1998
"12013","ENSMUSG00000040613|Apobec1",509,693,436,458,695,624,503,859,1085,381,568,616
"12015","ENSMUSG00000040616|Tmem51",161,288,271,187,183,234,162,442,549,140,265,237
"12016","ENSMUSG00000040618|Pck2",154,158,162,139,161,177,133,248,261,143,173,136
"12017","ENSMUSG00000040620|Dhx33",1800,1057,1190,1490,1185,886,1799,1046,2827,1716,1131,766
"12018","ENSMUSG00000040621|Gemin8",17,17,37,30,18,31,24,37,61,26,23,29
"12019","ENSMUSG00000040624|Plekhg1",394,493,380,358,334,467,393,521,754,327,415,314
"12022","ENSMUSG00000040631|Dok4",48,76,44,58,65,69,80,56,87,49,58,61
"12024","ENSMUSG00000040640|Erc2",471,525,259,286,337,507,367,559,454,279,295,424
"12025","ENSMUSG00000040648|Ppip5k2",3532,3022,3199,4695,3537,3595,3657,3222,6753,4210,3280,2995
"12028","ENSMUSG00000040651|D14Abb1e",2619,3249,3872,3165,2327,3243,2473,3606,6231,2186,2372,2407
"12029","ENSMUSG00000040652|Oaz2",587,688,603,669,577,714,655,739,1437,558,662,637
"12032","ENSMUSG00000040658|BC048355",258,170,143,136,177,282,178,236,181,139,253,198
"12033","ENSMUSG00000040659|Efhd2",598,684,1426,1689,1100,714,731,786,3183,1509,1176,777
"12034","ENSMUSG00000040660|Cyp2b9",0,0,4,12,2,1,5,0,3,0,1,1
"12035","ENSMUSG00000040661|Rad54l2",1887,1747,1922,2704,2242,1748,1711,1613,3648,2359,1797,1436
"12036","ENSMUSG00000040663|Clcf1",24,18,21,4,16,17,19,25,20,16,6,12
"12037","ENSMUSG00000040666|Sh3bgr",2,1,1,1,2,1,6,3,12,2,1,0
"12038","ENSMUSG00000040667|Nup88",1593,1216,1276,1413,1184,1240,1592,1389,2827,1345,1283,1155
"12039","ENSMUSG00000040669|Phc1",58,57,70,74,72,65,39,66,134,62,65,53
"12040","ENSMUSG00000040675|Mthfd1l",35,49,93,130,58,29,38,70,318,133,81,33
"12042","ENSMUSG00000040681|Hmgn1",2215,1774,1574,1931,2006,2032,2182,2256,3961,1944,1913,1616
"12043","ENSMUSG00000040687|Madd",1135,1112,888,1010,1027,588,861,1037,1753,961,1153,602
"12044","ENSMUSG00000040688|Tbl3",938,863,669,833,896,970,832,984,1394,791,1005,889
"12045","ENSMUSG00000040690|Col16a1",146,166,154,140,125,175,191,167,309,153,137,157
"12047","ENSMUSG00000040694|Apobec2",0,1,1,0,0,1,0,0,22,0,0,0
"12048","ENSMUSG00000040697|Dnajc16",794,749,783,842,732,796,696,711,1544,750,765,678
"12049","ENSMUSG00000040699|Limd2",381,403,358,362,184,495,347,686,501,351,272,332
"12050","ENSMUSG00000040701|Ap1g2",202,210,234,222,189,194,213,255,468,236,210,186
"12051","ENSMUSG00000040703|Cyp2s1",10,23,16,9,5,21,15,17,16,12,11,19
"12053","ENSMUSG00000040706|Agmat",3621,3304,2798,2928,2742,2847,3170,4107,4793,2549,3073,2522
"12054","ENSMUSG00000040710|St8sia4",51,85,97,76,54,82,64,90,180,66,56,66
"12055","ENSMUSG00000040711|Sh3pxd2b",88,55,48,60,58,65,66,60,73,73,53,51
"12056","ENSMUSG00000040712|Camta2",563,432,344,414,419,394,327,443,542,418,477,339
"12057","ENSMUSG00000040713|Creg1",10144,12109,11827,14644,12587,10957,12659,14372,29146,10438,12482,9273
"12058","ENSMUSG00000040714|Klc3",10,12,10,10,13,10,13,13,25,6,22,5
"12059","ENSMUSG00000040715|Rsc1a1",9390,8225,6842,7404,8321,7338,7338,8053,10872,6317,8817,6057
"12060","ENSMUSG00000040717|Il17rd",87,51,49,46,41,43,45,70,83,45,46,45
"12061","ENSMUSG00000040720|1110037F02Rik",1652,1450,1402,1332,1289,1615,1545,1777,2573,1402,1409,1345
"12062","ENSMUSG00000040721|Zfhx2",208,175,139,120,235,151,98,149,183,126,200,132
"12063","ENSMUSG00000040722|Scamp5",586,642,459,514,477,640,428,691,770,399,456,600
"12064","ENSMUSG00000040723|Rcsd1",193,221,198,233,231,227,178,259,367,231,190,204
"12065","ENSMUSG00000040724|Kcna2",63,177,107,102,47,158,53,243,179,59,73,143
"12066","ENSMUSG00000040725|Hnrnpul1",2886,2973,2896,2920,2446,2938,2771,3493,5608,2622,2582,2511
"12068","ENSMUSG00000040728|Esrp1",4,7,9,10,9,6,12,3,12,9,8,9
"12069","ENSMUSG00000040729|AK129341",2,1,6,8,5,6,13,10,11,6,10,6
"12070","ENSMUSG00000040731|Eif4h",5321,5010,4848,5397,5149,4972,5390,5875,9998,4718,5148,4374
"12071","ENSMUSG00000040732|Erg",181,266,278,254,240,236,216,304,528,237,213,211
"12072","ENSMUSG00000040734|Ppp1r13l",67,52,46,73,87,34,47,48,83,63,102,31
"12073","ENSMUSG00000040738|Ints8",989,753,935,1087,962,818,901,878,2086,899,942,787
"12074","ENSMUSG00000040740|Slc25a34",199,207,190,176,241,240,88,211,290,115,226,253
"12075","ENSMUSG00000040746|Rnf167",1235,1348,1189,1162,1151,1401,1159,1697,2399,891,1138,1115
"12076","ENSMUSG00000040747|Cd53",175,305,258,330,222,409,216,390,463,247,210,378
"12077","ENSMUSG00000040749|Siah1b",43,43,29,21,29,37,24,50,65,29,26,35
"12078","ENSMUSG00000040751|Lat2",11,9,23,16,13,35,12,20,33,15,23,23
"12081","ENSMUSG00000040760|Appl1",930,879,635,689,764,1100,967,1081,1217,687,589,782
"12082","ENSMUSG00000040761|Spen",1469,1071,836,1055,1121,900,743,1122,1493,924,1073,733
"12083","ENSMUSG00000040767|Snrnp25",80,81,49,59,47,64,65,87,90,59,42,57
"12085","ENSMUSG00000040771|AI314976",619,629,564,680,546,666,704,652,1282,605,467,504
"12086","ENSMUSG00000040774|Cept1",2494,2522,2559,3087,2776,2761,2550,3049,6339,2665,2405,2292
"12088","ENSMUSG00000040782|Rfwd2",1988,1724,1929,2314,1892,1792,2020,1968,4327,1991,1951,1634
"12089","ENSMUSG00000040785|Ttc3",1230,1223,1437,1675,1316,1447,1279,1692,3177,1458,1360,1062
"12090","ENSMUSG00000040794|C1qtnf4",6,3,8,13,3,8,14,9,12,5,8,12
"12091","ENSMUSG00000040795|Iqcc",455,300,224,321,409,349,371,277,469,300,405,302
"12093","ENSMUSG00000040808|S100g",2,1,2,2,1,4,1,5,6,7,7,11
"12094","ENSMUSG00000040809|Chi3l3",1,8,3,3,0,13,1,8,2,1,1,4
