Gene_name	Exon_length	Sample_CTR2_liver_ZT14_F	Sample_CTR2_liver_ZT18_F	Sample_CTR2_liver_ZT22_F	Sample_CTR1_liver_ZT02_F	Sample_CTR1_liver_ZT06_F	Sample_CTR1_liver_ZT10_F	Sample_CTR1_liver_ZT14_F	Sample_CTR1_liver_ZT18_F	Sample_CTR1_liver_ZT22_F	Sample_CTR2_liver_ZT02_F	Sample_CTR2_liver_ZT06_F	Sample_CTR2_liver_ZT10_F	Sample_GFM2_liver_ZT14_F	Sample_GFM2_liver_ZT18_F	Sample_GFM2_liver_ZT22_F	Sample_GFM1_liver_ZT02_F	Sample_GFM1_liver_ZT06_F	Sample_GFM1_liver_ZT10_F	Sample_GFM1_liver_ZT14_F	Sample_GFM1_liver_ZT18_F	Sample_GFM1_liver_ZT22_F	Sample_GFM2_liver_ZT02_F	Sample_GFM2_liver_ZT06_F	Sample_GFM2_liver_ZT10_F
22815	ENSMUSG00000078435|AU041133	1494	75	93	142	92	70	112	50	127	73	101	135	101	67	59	63	74	65	83	90	45	69	45	85	77
22816	ENSMUSG00000078439|2210404O07Rik	1058	15	27	18	23	34	46	16	28	16	31	23	31	20	8	12	34	10	15	13	13	17	19	22	16
22817	ENSMUSG00000078440|Dohh	3202	773	709	677	718	655	850	737	646	559	738	610	701	856	648	691	705	562	765	766	694	624	605	701	775
22818	ENSMUSG00000078441|Scamp4	4645	620	595	674	572	603	535	606	527	529	685	520	569	572	543	592	511	456	604	558	502	492	415	571	675
22819	ENSMUSG00000078442|Ccdc105	1718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
22820	ENSMUSG00000078444|Gm10941	708	2	1	0	5	0	2	3	3	5	4	2	0	1	0	1	0	5	1	1	1	0	2	1	3
22821	ENSMUSG00000078451|Ppil6	1066	11	17	11	8	10	8	13	6	5	12	5	8	10	5	9	12	16	14	12	13	19	9	13	11
22822	ENSMUSG00000078452|Raet1d	1271	355	261	261	464	355	428	245	161	325	601	785	535	411	206	1053	492	245	259	150	100	255	197	383	361
22823	ENSMUSG00000078453|3110003A17Rik	807	219	128	221	250	210	283	191	191	183	292	243	290	242	123	156	218	183	228	178	116	161	144	269	271
22824	ENSMUSG00000078480|Mrpl48-ps	636	18	13	19	15	15	14	18	21	11	8	17	12	17	18	13	17	9	22	10	18	23	6	17	22
22825	ENSMUSG00000078481|Gm10944	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22826	ENSMUSG00000078484|Klhl17	3014	289	291	368	364	267	540	290	388	272	386	431	352	374	251	275	352	237	360	334	242	238	246	325	391
22827	ENSMUSG00000078485|Plekhn1	2210	15	10	15	20	6	18	9	12	8	15	27	18	16	9	11	7	7	9	7	4	8	7	18	11
22828	ENSMUSG00000078486|2310042D19Rik	3842	2	6	10	6	4	4	1	5	6	2	6	4	3	0	3	0	10	2	1	2	2	1	2	1
22829	ENSMUSG00000078487|Ankrd65	1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22830	ENSMUSG00000078488|Gm10945	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22831	ENSMUSG00000078489|Gm17106	14075	82	78	94	123	84	169	78	120	57	128	175	156	123	74	88	138	44	132	109	91	76	71	58	104
22832	ENSMUSG00000078490|C030017K20Rik	3930	2	1	3	0	1	3	0	1	2	1	0	2	1	2	2	3	4	5	1	0	2	4	0	1
22833	ENSMUSG00000078491|Gm13090	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22834	ENSMUSG00000078492|1700045H11Rik	1704	0	1	2	1	0	1	3	1	0	1	0	0	2	1	3	0	0	1	0	3	0	3	0	1
22835	ENSMUSG00000078493|A930039A15Rik	3109	38869	35867	35534	34453	40258	36323	49184	33242	27702	41226	31190	42663	37440	34821	36885	35773	14749	40245	37608	33397	33847	21086	38947	48076
22836	ENSMUSG00000078494|Gm13201	815	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
22837	ENSMUSG00000078495|Gm13157	5094	174	115	146	176	161	223	102	137	130	127	167	185	138	69	93	105	133	118	72	82	83	103	153	118
22838	ENSMUSG00000078496|Gm13152	1488	65	44	60	79	47	75	48	68	63	79	52	40	35	30	29	36	12	29	18	22	37	65	43	23
22839	ENSMUSG00000078497|Gm13145	1933	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
22840	ENSMUSG00000078498|Gm13151	2810	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
22841	ENSMUSG00000078500|Gm13235	1427	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
22842	ENSMUSG00000078502|Gm13212	4226	18	8	9	10	18	18	6	21	7	8	10	23	4	16	5	16	14	12	12	8	13	17	34	9
22843	ENSMUSG00000078503|Gm13225	3498	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
22844	ENSMUSG00000078504|Gm438	1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22845	ENSMUSG00000078505|Gm436	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22846	ENSMUSG00000078506|Gm13124	1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22847	ENSMUSG00000078507|Aadacl3	3153	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
22848	ENSMUSG00000078508|Gm13128	1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22849	ENSMUSG00000078509|Pramef17	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22850	ENSMUSG00000078510|Gm13101	1678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22851	ENSMUSG00000078511|Gm13109	1684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22852	ENSMUSG00000078512|Pramef6	2087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22853	ENSMUSG00000078513|Gm13088	1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22854	ENSMUSG00000078515|Ddi2	9553	13974	11890	14274	13427	10808	12135	16406	12775	11398	14018	11037	10334	13363	11069	10752	10630	10115	12447	9723	12490	10024	12003	14743	11201
22855	ENSMUSG00000078517|Emc1	6683	2436	2702	2998	2749	2330	2964	2311	2627	2383	3105	2598	2475	2398	2649	2949	2813	1543	2760	2385	2585	2280	2356	2909	3215
22856	ENSMUSG00000078518|Gm13030	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22857	ENSMUSG00000078519|2310026L22Rik	400	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
22858	ENSMUSG00000078520|Gm13011	958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
22859	ENSMUSG00000078521|Aunip	1275	7	10	1	2	1	0	5	8	2	7	4	2	3	3	0	1	0	0	1	0	0	2	1	0
22860	ENSMUSG00000078525|Gm5776	611	13	14	13	20	10	21	14	17	12	18	15	16	10	10	18	15	9	18	12	14	11	9	18	13
22861	ENSMUSG00000078527|Gm10948	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22862	ENSMUSG00000078528|Gm17068	980	11	20	17	16	8	19	4	13	13	11	7	10	8	8	8	5	14	9	9	6	7	6	11	11
22863	ENSMUSG00000078531|Gm831	4517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
22864	ENSMUSG00000078532|Nkain1	1426	3	1	1	5	2	3	4	1	2	1	1	1	4	4	5	1	0	3	3	8	5	2	5	1
22865	ENSMUSG00000078537|B020031M17Rik	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22866	ENSMUSG00000078546|2210404O09Rik	1744	63	78	78	86	83	136	44	68	61	99	133	113	74	35	50	43	55	64	44	30	55	47	95	85
22867	ENSMUSG00000078550|Dear1	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
22868	ENSMUSG00000078552|Dcdc2b	1551	19	23	22	16	14	36	17	29	16	22	28	17	27	15	20	25	10	22	9	16	9	21	21	11
22869	ENSMUSG00000078554|1700125D06Rik	637	1	1	0	1	2	1	0	0	0	3	0	0	1	0	0	1	0	1	0	0	0	0	1	1
22870	ENSMUSG00000078561|Ebf1	457	1	0	1	2	1	1	1	2	5	1	2	4	2	3	3	0	2	1	1	0	3	3	0	1
22871	ENSMUSG00000078564|Gm9631	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
22872	ENSMUSG00000078566|Bnip3	2265	11099	7256	5289	4653	6865	11306	11239	6841	4811	4812	6176	8764	14459	5725	5431	3165	5559	7563	8685	12003	5867	3879	6745	9930
22873	ENSMUSG00000078570|1110065P20Rik	929	380	438	374	322	536	219	360	320	415	369	302	307	256	366	337	386	268	357	229	391	249	289	343	375
22874	ENSMUSG00000078572|1810043H04Rik	780	323	276	416	439	383	511	318	410	320	502	427	362	399	400	466	530	274	486	375	314	370	349	379	417
22875	ENSMUSG00000078575|Gm12887	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22876	ENSMUSG00000078576|Gm12886	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22877	ENSMUSG00000078577|Tmco2	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
22878	ENSMUSG00000078578|Ube2d3	2675	7894	6448	7851	8008	8262	8789	8116	7198	6600	8887	7493	7297	8598	6957	7845	7223	6390	8102	7893	7542	6955	5313	8373	8873
22879	ENSMUSG00000078580|E430018J23Rik	3334	241	249	295	255	191	263	261	280	213	278	223	234	290	188	214	201	291	228	182	230	168	239	335	263
22880	ENSMUSG00000078582|Hivep3	2973	8	8	20	13	15	13	15	15	11	19	15	17	9	6	7	11	14	17	13	16	13	13	23	16
22881	ENSMUSG00000078584|AU022252	10333	2106	3417	3961	3427	2715	2113	2243	3292	3303	3265	3017	2153	2120	2371	3344	3247	3031	3322	1793	2490	3072	2785	3271	3224
22882	ENSMUSG00000078586|Gm11735	1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22883	ENSMUSG00000078588|Ccdc24	4656	3	3	4	12	3	12	0	7	4	8	6	13	14	3	4	2	9	9	4	1	1	3	6	9
22884	ENSMUSG00000078590|Gm10959	249	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
22885	ENSMUSG00000078591|Hs3st4	3870	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
22886	ENSMUSG00000078592|Gm4609	1002	2	2	1	0	2	1	0	1	1	0	1	2	0	0	1	1	2	4	0	0	1	1	0	0
22887	ENSMUSG00000078593|1700042G07Rik	385	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22888	ENSMUSG00000078597|Cyp4a12b	2768	2	3	0	0	0	0	1	1	0	1	4	1	0	0	0	0	1	0	0	0	0	0	1	4
22889	ENSMUSG00000078598|Skint5	5023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22890	ENSMUSG00000078599|Skint8	4657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22891	ENSMUSG00000078600|1700092K14Rik	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22892	ENSMUSG00000078601|Gm12525	554	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0
22893	ENSMUSG00000078604|Gm10961	354	0	0	0	0	1	1	0	0	0	1	0	1	2	0	1	1	1	1	0	0	0	5	0	0
22894	ENSMUSG00000078605|E030025P04Rik	1078	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
22895	ENSMUSG00000078606|Gm4070	9275	97	46	69	67	69	60	32	74	40	81	47	69	52	45	48	34	85	51	41	60	31	48	106	93
22896	ENSMUSG00000078607|1810010H24Rik	1205	61	89	73	69	77	220	48	89	63	74	165	102	141	50	79	66	68	131	108	59	76	49	96	138
22897	ENSMUSG00000078611|Gm5901	3190	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	1	0	0	1	1	1	0
22898	ENSMUSG00000078612|1700024P16Rik	3404	135	207	248	239	222	208	93	275	212	252	264	105	154	217	264	233	195	154	130	107	149	109	218	181
22899	ENSMUSG00000078616|Trim30c	1542	21	16	24	32	35	30	11	30	29	34	17	24	19	14	20	15	21	15	16	9	12	30	28	21
22900	ENSMUSG00000078618|4930456L15Rik	1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22901	ENSMUSG00000078619|Smarcd2	3589	2421	2580	2743	2444	2104	3231	2368	3086	2116	2419	2530	2301	2816	2091	2197	1801	1350	2252	2431	1996	2102	1768	2538	2580
22902	ENSMUSG00000078620|Gm10964	4977	2	0	3	0	2	2	2	3	6	4	4	7	8	0	6	10	6	6	5	4	2	5	6	6
22903	ENSMUSG00000078621|Hbb-bh2	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22904	ENSMUSG00000078622|Ccdc47	6414	3955	3481	4193	3897	3618	3868	3946	3774	3477	4394	3330	3415	4001	3094	3430	3365	2755	3261	3086	3657	2846	2962	4197	3452
22905	ENSMUSG00000078624|Olfr613	5137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22906	ENSMUSG00000078625|Gm12789	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22907	ENSMUSG00000078626|Gm12790	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22908	ENSMUSG00000078627|March10	5229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22909	ENSMUSG00000078630|Tomt	4083	4	3	3	8	4	7	3	4	5	7	2	7	5	0	11	13	2	6	4	0	5	4	8	7
22910	ENSMUSG00000078632|Lrrc37a	9647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22911	ENSMUSG00000078635|1700028N14Rik	747	3	3	3	4	2	1	3	1	0	0	2	2	0	3	4	2	0	0	0	6	2	6	2	2
22912	ENSMUSG00000078636|Gm3200	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22913	ENSMUSG00000078639|Gm12695	1904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22914	ENSMUSG00000078640|Gm11627	1160	0	0	1	0	0	1	1	0	2	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0
22915	ENSMUSG00000078648|Gm17546	732	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	1	0	0	1	1	0	0	0	0
22916	ENSMUSG00000078650|G6pc	2414	14839	13584	12614	9431	5480	7497	14081	9873	15180	6923	1580	1996	5646	7400	17338	17591	5897	4349	5861	15336	9857	31347	9168	3444
22917	ENSMUSG00000078651|Aoc2	2543	16	17	41	40	17	52	33	29	11	37	14	25	30	19	11	19	14	15	33	15	8	23	25	15
22918	ENSMUSG00000078652|Psme3	2949	1436	1477	1789	1439	1364	1226	1497	1560	1409	1552	1117	1147	1081	1550	1555	1451	1067	1245	1322	1352	1229	1094	1505	1236
22919	ENSMUSG00000078653|Cntd1	7367	7	10	12	5	3	12	6	12	8	10	6	17	8	9	18	20	11	9	11	18	7	20	18	13
22920	ENSMUSG00000078655|Gm10972	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22921	ENSMUSG00000078656|Vps25	1642	1369	1305	1510	1543	1365	1613	1392	1302	1181	1548	1565	1388	1435	1446	1427	1454	1040	1515	1407	1311	1379	1181	1497	1604
22922	ENSMUSG00000078657|Crnn	1628	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22923	ENSMUSG00000078658|Lce1d	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22924	ENSMUSG00000078664|Sprr2a1	3541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22925	ENSMUSG00000078667|1700094D03Rik	3514	167	129	125	86	91	142	111	133	99	103	95	118	126	73	104	102	83	90	82	113	72	95	98	74
22926	ENSMUSG00000078668|Gm11595	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22927	ENSMUSG00000078670|Fam174b	2767	245	248	273	287	308	324	210	314	217	290	234	231	316	296	264	271	247	265	223	288	233	192	250	264
22928	ENSMUSG00000078671|Chd2	9656	2266	2014	1973	2639	3148	2700	2152	1855	1808	2863	2917	2830	2680	1544	1953	2191	1612	2577	1918	1930	2128	1819	2318	2077
22929	ENSMUSG00000078672|Mup20	928	1186	2138	1223	758	1157	1050	985	1221	1340	635	1100	634	462	620	1093	734	1084	1034	1398	2318	2268	648	779	706
22930	ENSMUSG00000078673|Mup19	1064	29	141	242	100	39	134	197	192	105	76	68	145	45	69	288	27	3	104	133	87	161	77	135	117
22931	ENSMUSG00000078674|Mup18	930	7	23	44	21	8	20	19	13	27	27	16	26	7	7	27	2	2	22	20	3	13	14	9	8
22932	ENSMUSG00000078675|Mup16	1038	169	367	840	365	219	713	428	555	403	386	479	660	276	266	532	148	5	224	229	58	357	212	211	212
22933	ENSMUSG00000078676|Casc3	6821	1249	1023	1371	1441	1042	1347	1193	1278	1035	1405	1202	1226	1212	977	1040	1109	811	1213	990	1051	978	1059	1353	1166
22934	ENSMUSG00000078677|Gm10974	431	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	1	0	1	1	0	0	0	0	0
22935	ENSMUSG00000078680|Mup10	1391	2893	8377	9676	5660	3431	5970	6941	8292	6378	3308	5710	7202	2587	3748	9095	4457	868	4621	5137	3923	6897	4996	5449	5210
22936	ENSMUSG00000078681|Tm2d3	2290	907	773	772	758	1018	835	882	801	771	892	642	775	835	761	863	930	803	866	681	727	802	708	881	874
22937	ENSMUSG00000078683|Mup1	1584	0	3	5	1	1	2	0	2	5	3	3	0	0	4	7	7	1	0	4	4	8	0	3	4
22938	ENSMUSG00000078684|5830417I10Rik	10938	308	371	506	457	315	374	337	393	379	445	348	348	312	286	373	425	306	296	317	307	281	358	398	315
22939	ENSMUSG00000078685|Mup-ps4	593	0	0	1	2	0	5	0	0	1	2	2	1	0	0	0	3	0	1	0	0	2	0	0	0
22940	ENSMUSG00000078686|Mup9	1499	1	11	11	5	2	12	7	9	6	4	10	11	3	0	9	0	1	3	5	1	4	4	2	5
22941	ENSMUSG00000078687|Mup8	986	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0
22942	ENSMUSG00000078688|Mup2	1336	73	79	200	106	91	160	140	126	85	89	136	133	89	125	211	122	12	113	116	30	133	160	85	92
22943	ENSMUSG00000078689|Mup6	1000	0	0	2	0	0	2	2	1	4	0	2	2	1	1	4	2	0	2	2	2	3	0	1	3
22944	ENSMUSG00000078691|Gm6821	564	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
22945	ENSMUSG00000078695|Cisd3	833	860	989	1050	1056	845	1206	916	1067	824	1071	1009	883	1220	1233	1181	1155	1037	1392	1188	1303	1143	763	1094	1146
22946	ENSMUSG00000078698|Mrgpra3	1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22947	ENSMUSG00000078700|D030028A08Rik	17528	87	97	111	135	78	110	94	125	98	160	100	103	103	71	113	115	68	109	106	94	59	87	95	87
22948	ENSMUSG00000078706|Gm53	3980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22949	ENSMUSG00000078713|Tomm5	868	387	452	563	401	359	573	378	502	331	482	431	451	551	471	398	458	324	528	583	261	425	351	487	496
22950	ENSMUSG00000078716|Tmem8b	5553	33	30	60	51	29	82	44	34	45	42	64	68	43	33	35	45	29	64	37	34	51	48	67	66
22951	ENSMUSG00000078719|Msmp	1279	18	19	6	7	15	19	22	7	7	18	5	22	7	4	6	6	9	18	8	17	2	2	10	8
22952	ENSMUSG00000078721|Gm12429	4146	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
22953	ENSMUSG00000078722|Gm12394	8087	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
22954	ENSMUSG00000078735|Gm2002	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
22955	ENSMUSG00000078737|Gm2128	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22956	ENSMUSG00000078742|Gm10985	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22957	ENSMUSG00000078746|Gm13298	4130	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22958	ENSMUSG00000078747|Gm13308	1553	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22959	ENSMUSG00000078752|Scgb1b30	1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22960	ENSMUSG00000078753|Scgb1b24	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22961	ENSMUSG00000078754|Scgb2b3	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
22962	ENSMUSG00000078757|Scgb1b29	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22963	ENSMUSG00000078759|Scgb1b7	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22964	ENSMUSG00000078762|Haus5	3674	148	188	145	192	147	224	145	154	167	181	237	215	156	112	154	181	132	175	117	80	142	134	186	188
22965	ENSMUSG00000078763|Slfn1	1864	26	15	25	19	14	31	9	23	19	26	22	18	11	19	14	13	18	15	7	6	10	15	30	13
22966	ENSMUSG00000078765|U2af1l4	3808	451	404	497	503	407	595	433	411	450	589	456	469	455	430	529	576	395	538	434	490	423	421	511	473
22967	ENSMUSG00000078768|Zfp566	1692	32	14	26	41	18	17	28	21	14	30	19	11	22	28	19	19	19	9	15	14	8	8	16	11
22968	ENSMUSG00000078771|Evi2a	2297	63	71	64	60	86	94	52	48	73	76	76	74	48	42	94	72	92	90	56	50	49	62	108	86
22969	ENSMUSG00000078772|Gm12353	6800	314	351	328	341	345	356	312	332	254	349	336	372	377	289	292	334	248	373	265	261	289	250	280	272
22970	ENSMUSG00000078773|Rad54b	8710	78	125	127	94	61	120	56	142	95	97	118	115	67	101	85	60	32	71	34	48	105	35	55	52
22971	ENSMUSG00000078776|9530053A07Rik	11843	1	0	1	2	1	0	1	2	0	1	1	1	0	3	0	0	0	1	0	0	0	0	0	0
22972	ENSMUSG00000078779|Zfp59	1962	98	77	77	90	76	80	83	80	50	81	89	73	88	48	84	50	49	73	47	58	58	58	96	80
22973	ENSMUSG00000078780|Gm5150	913	32	25	48	40	27	32	25	46	36	36	31	29	20	28	46	31	39	29	27	14	24	20	34	27
22974	ENSMUSG00000078783|Gm9733	618	0	0	0	0	0	1	0	2	0	0	1	0	0	0	2	0	2	1	0	0	0	0	0	0
22975	ENSMUSG00000078784|1810022K09Rik	528	260	276	321	356	292	394	273	327	282	415	396	311	316	283	275	326	112	337	291	251	321	238	315	310
22976	ENSMUSG00000078786|BC024978	2920	110	83	119	104	131	56	108	88	104	140	86	123	73	81	62	98	80	73	59	105	61	76	113	68
22977	ENSMUSG00000078787|Cyp2t4	1618	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
22978	ENSMUSG00000078789|Dph1	2690	575	735	906	921	661	648	646	756	757	932	712	640	639	660	843	900	715	766	638	608	668	698	903	848
22979	ENSMUSG00000078793|Gm5155	3881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22980	ENSMUSG00000078794|Dact3	2828	26	24	34	27	30	23	22	16	33	25	21	23	21	13	34	18	23	37	13	24	37	14	23	12
22981	ENSMUSG00000078795|Ceacam15	1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22982	ENSMUSG00000078796|Zfp541	4561	0	1	1	1	0	0	1	0	0	2	1	1	0	0	0	2	0	1	1	0	0	0	0	0
22983	ENSMUSG00000078798|Sult2a1	1021	10391	7319	12149	14890	14733	12463	8948	10307	8225	22457	5930	7320	12120	10673	9666	5954	1903	12558	8809	8905	3318	681	2447	1264
22984	ENSMUSG00000078799|Sult2a5	980	311	274	274	294	1616	396	379	361	281	709	254	224	286	158	170	143	66	409	202	74	90	147	281	181
22985	ENSMUSG00000078800|Bsph2	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22986	ENSMUSG00000078808|Vmn1r58	2683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22987	ENSMUSG00000078810|Gp6	1372	0	0	1	0	1	0	0	1	1	0	0	1	1	0	2	0	2	2	0	0	2	0	0	1
22988	ENSMUSG00000078812|Eif5a	2377	7047	7775	8974	7826	7067	7939	7612	7792	6984	8391	8258	7447	7946	9338	9140	9012	6323	8711	8752	8293	9445	6800	7500	8194
22989	ENSMUSG00000078813|Leng1	2222	330	358	513	437	307	491	382	483	287	522	396	400	452	294	325	295	309	384	377	331	310	318	478	420
22990	ENSMUSG00000078815|Cacng6	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22991	ENSMUSG00000078816|Prkcg	3112	0	4	1	4	4	4	2	3	2	5	1	3	8	0	3	4	2	3	2	1	1	2	5	5
22992	ENSMUSG00000078817|Nlrp12	4329	481	727	1087	478	180	357	993	629	666	409	384	346	654	207	199	468	243	417	302	283	467	636	1098	773
22993	ENSMUSG00000078821|Gm17414	3518	0	1	0	1	0	4	1	0	1	1	1	4	1	1	0	3	3	1	0	2	0	0	4	2
22994	ENSMUSG00000078838|Gm17382	1675	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0
22995	ENSMUSG00000078840|Gm10999	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
